step,ns_queue,ew_queue,active_phase,vehicles_in_simulation,total_waiting_time,completed_vehicles
202,0,0,NS_GREEN,4,0.0,0
203,0,0,NS_GREEN,4,0.0,0
204,0,0,NS_GREEN,4,0.0,0
205,0,1,NS_GREEN,4,1.0,0
206,0,2,NS_GREEN,3,3.0,1
207,0,2,NS_GREEN,2,5.0,1
208,0,2,NS_GREEN,2,7.0,0
209,0,2,NS_GREEN,2,9.0,0
210,0,2,EW_GREEN,2,11.0,0
211,0,0,EW_GREEN,2,0.0,0
212,0,0,EW_GREEN,2,0.0,0
213,0,0,EW_GREEN,2,0.0,0
214,0,0,EW_GREEN,2,0.0,0
215,0,0,EW_GREEN,2,0.0,0
216,0,0,EW_GREEN,2,0.0,0
217,0,0,EW_GREEN,2,0.0,0
218,0,0,EW_GREEN,2,0.0,0
219,0,0,EW_GREEN,2,0.0,0
220,0,0,EW_GREEN,2,0.0,0
221,0,0,EW_GREEN,0,0,2
222,0,0,EW_GREEN,0,0,0
223,0,0,EW_GREEN,0,0,0
224,0,0,EW_GREEN,0,0,0
225,0,0,EW_GREEN,0,0,0
226,0,0,EW_GREEN,0,0,0
227,0,0,EW_GREEN,0,0,0
228,0,0,EW_GREEN,0,0,0
229,0,0,EW_GREEN,0,0,0
230,0,0,EW_GREEN,0,0,0
231,0,0,EW_GREEN,0,0,0
232,0,0,EW_GREEN,0,0,0
233,0,0,EW_GREEN,0,0,0
234,0,0,EW_GREEN,4,0.0,0
235,0,0,EW_GREEN,4,0.0,0
236,0,0,EW_GREEN,4,0.0,0
237,0,0,EW_GREEN,4,0.0,0
238,1,0,EW_GREEN,4,1.0,0
239,2,0,EW_GREEN,4,3.0,0
240,2,0,NS_GREEN,4,5.0,0
241,0,0,NS_GREEN,2,0.0,2
242,0,0,NS_GREEN,2,0.0,0
243,0,0,NS_GREEN,2,0.0,0
244,0,0,NS_GREEN,2,0.0,0
245,0,0,NS_GREEN,2,0.0,0
246,0,0,NS_GREEN,2,0.0,0
247,0,0,NS_GREEN,2,0.0,0
248,0,0,NS_GREEN,2,0.0,0
249,0,0,NS_GREEN,2,0.0,0
250,0,0,NS_GREEN,0,0,2
251,0,0,NS_GREEN,0,0,0
252,0,0,NS_GREEN,0,0,0
253,0,0,NS_GREEN,0,0,0
254,0,0,NS_GREEN,0,0,0
255,0,0,NS_GREEN,0,0,0
256,0,0,NS_GREEN,0,0,0
257,0,0,NS_GREEN,0,0,0
258,0,0,NS_GREEN,0,0,0
259,0,0,NS_GREEN,0,0,0
260,0,0,NS_GREEN,0,0,0
261,0,0,NS_GREEN,0,0,0
262,0,0,NS_GREEN,0,0,0
263,0,0,NS_GREEN,0,0,0
264,0,0,NS_GREEN,0,0,0
265,0,0,NS_GREEN,0,0,0
266,0,0,NS_GREEN,0,0,0
267,0,0,NS_GREEN,4,0.0,0
268,0,0,NS_GREEN,4,0.0,0
269,0,0,NS_GREEN,4,0.0,0
270,0,0,EW_GREEN,4,0.0,0
271,0,0,EW_GREEN,4,0.0,0
272,0,0,EW_GREEN,4,0.0,0
273,0,0,EW_GREEN,3,0.0,1
274,0,0,EW_GREEN,2,0.0,1
275,0,0,EW_GREEN,2,0.0,0
276,0,0,EW_GREEN,2,0.0,0
277,0,0,EW_GREEN,2,0.0,0
278,0,0,EW_GREEN,1,0.0,1
279,0,0,EW_GREEN,0,0,1
280,0,0,EW_GREEN,0,0,0
281,0,0,EW_GREEN,0,0,0
282,0,0,EW_GREEN,0,0,0
283,0,0,EW_GREEN,0,0,0
284,0,0,EW_GREEN,0,0,0
285,0,0,EW_GREEN,0,0,0
286,0,0,EW_GREEN,0,0,0
287,0,0,EW_GREEN,0,0,0
288,0,0,EW_GREEN,0,0,0
289,0,0,EW_GREEN,0,0,0
290,0,0,EW_GREEN,0,0,0
291,0,0,EW_GREEN,0,0,0
292,0,0,EW_GREEN,0,0,0
293,0,0,EW_GREEN,0,0,0
294,0,0,EW_GREEN,0,0,0
295,0,0,EW_GREEN,0,0,0
296,0,0,EW_GREEN,0,0,0
297,0,0,EW_GREEN,0,0,0
298,0,0,EW_GREEN,0,0,0
299,0,0,EW_GREEN,0,0,0
300,0,0,NS_GREEN,4,0.0,0
301,0,0,NS_GREEN,4,0.0,0
302,0,0,NS_GREEN,4,0.0,0
303,0,0,NS_GREEN,4,0.0,0
304,0,1,NS_GREEN,4,1.0,0
305,0,1,NS_GREEN,4,2.0,0
306,0,2,NS_GREEN,4,4.0,0
307,0,2,NS_GREEN,2,6.0,2
308,0,2,NS_GREEN,2,8.0,0
309,0,2,NS_GREEN,2,10.0,0
310,0,2,NS_GREEN,2,12.0,0
311,0,2,NS_GREEN,2,14.0,0
312,0,2,NS_GREEN,2,16.0,0
313,0,2,NS_GREEN,2,18.0,0
314,0,2,NS_GREEN,2,20.0,0
315,0,2,NS_GREEN,2,22.0,0
316,0,2,NS_GREEN,2,24.0,0
317,0,2,NS_GREEN,2,26.0,0
318,0,2,NS_GREEN,2,28.0,0
319,0,2,NS_GREEN,2,30.0,0
320,0,2,NS_GREEN,2,32.0,0
321,0,2,NS_GREEN,2,34.0,0
322,0,2,NS_GREEN,2,36.0,0
323,0,2,NS_GREEN,2,38.0,0
324,0,2,NS_GREEN,2,40.0,0
325,0,2,NS_GREEN,2,42.0,0
326,0,2,NS_GREEN,2,44.0,0
327,0,2,NS_GREEN,2,46.0,0
328,0,2,NS_GREEN,2,48.0,0
329,0,2,NS_GREEN,2,50.0,0
330,0,2,EW_GREEN,2,52.0,0
331,0,0,EW_GREEN,2,0.0,0
332,0,0,EW_GREEN,2,0.0,0
333,0,0,EW_GREEN,2,0.0,0
334,0,0,EW_GREEN,6,0.0,0
335,0,0,EW_GREEN,6,0.0,0
336,0,0,EW_GREEN,6,0.0,0
337,0,0,EW_GREEN,6,0.0,0
338,2,0,EW_GREEN,6,2.0,0
339,2,0,EW_GREEN,6,4.0,0
340,2,0,EW_GREEN,6,6.0,0
341,2,0,EW_GREEN,5,8.0,1
342,2,0,EW_GREEN,4,10.0,1
343,2,0,EW_GREEN,3,12.0,1
344,2,0,EW_GREEN,2,14.0,1
345,2,0,EW_GREEN,2,16.0,0
346,2,0,EW_GREEN,2,18.0,0
347,2,0,EW_GREEN,2,20.0,0
348,2,0,EW_GREEN,2,22.0,0
349,2,0,EW_GREEN,2,24.0,0
350,2,0,EW_GREEN,2,26.0,0
351,2,0,EW_GREEN,2,28.0,0
352,2,0,EW_GREEN,2,30.0,0
353,2,0,EW_GREEN,2,32.0,0
354,2,0,EW_GREEN,2,34.0,0
355,2,0,EW_GREEN,2,36.0,0
356,2,0,EW_GREEN,2,38.0,0
357,2,0,EW_GREEN,2,40.0,0
358,2,0,EW_GREEN,2,42.0,0
359,2,0,EW_GREEN,2,44.0,0
360,2,0,NS_GREEN,2,46.0,0
361,0,0,NS_GREEN,2,0.0,0
362,0,0,NS_GREEN,2,0.0,0
363,0,0,NS_GREEN,2,0.0,0
364,0,0,NS_GREEN,2,0.0,0
365,0,0,NS_GREEN,2,0.0,0
366,0,0,NS_GREEN,2,0.0,0
367,0,0,NS_GREEN,6,0.0,0
368,0,0,NS_GREEN,6,0.0,0
369,0,0,NS_GREEN,6,0.0,0
370,0,0,NS_GREEN,4,0.0,2
371,0,1,NS_GREEN,4,1.0,0
372,0,1,NS_GREEN,4,2.0,0
373,0,2,NS_GREEN,2,4.0,2
374,0,2,NS_GREEN,2,6.0,0
375,0,2,NS_GREEN,2,8.0,0
376,0,2,NS_GREEN,2,10.0,0
377,0,2,NS_GREEN,2,12.0,0
378,0,2,NS_GREEN,2,14.0,0
379,0,2,NS_GREEN,2,16.0,0
380,0,2,NS_GREEN,2,18.0,0
381,0,2,NS_GREEN,2,20.0,0
382,0,2,NS_GREEN,2,22.0,0
383,0,2,NS_GREEN,2,24.0,0
384,0,2,NS_GREEN,2,26.0,0
385,0,2,NS_GREEN,2,28.0,0
386,0,2,NS_GREEN,2,30.0,0
387,0,2,NS_GREEN,2,32.0,0
388,0,2,NS_GREEN,2,34.0,0
389,0,2,NS_GREEN,2,36.0,0
390,0,2,EW_GREEN,2,38.0,0
391,0,0,EW_GREEN,2,0.0,0
392,0,0,EW_GREEN,2,0.0,0
393,0,0,EW_GREEN,2,0.0,0
394,0,0,EW_GREEN,2,0.0,0
395,0,0,EW_GREEN,2,0.0,0
396,0,0,EW_GREEN,2,0.0,0
397,0,0,EW_GREEN,2,0.0,0
398,0,0,EW_GREEN,2,0.0,0
399,0,0,EW_GREEN,2,0.0,0
400,0,0,EW_GREEN,6,0.0,0
401,0,0,EW_GREEN,4,0.0,2
402,0,0,EW_GREEN,4,0.0,0
403,0,0,EW_GREEN,4,0.0,0
404,0,0,EW_GREEN,4,0.0,0
405,2,0,EW_GREEN,4,2.0,0
406,2,0,EW_GREEN,4,4.0,0
407,2,0,EW_GREEN,2,6.0,2
408,2,0,EW_GREEN,2,8.0,0
409,2,0,EW_GREEN,2,10.0,0
410,2,0,EW_GREEN,2,12.0,0
411,2,0,EW_GREEN,2,14.0,0
412,2,0,EW_GREEN,2,16.0,0
413,2,0,EW_GREEN,2,18.0,0
414,2,0,EW_GREEN,2,20.0,0
415,2,0,EW_GREEN,2,22.0,0
416,2,0,EW_GREEN,2,24.0,0
417,2,0,EW_GREEN,2,26.0,0
418,2,0,EW_GREEN,2,28.0,0
419,2,0,EW_GREEN,2,30.0,0
420,2,0,NS_GREEN,2,32.0,0
