step,ns_queue,ew_queue,ns_vehicle_count,ew_vehicle_count,ns_waiting_time,ew_waiting_time,ns_current_score,ew_current_score,ns_predicted_score,ew_predicted_score,ns_score_trend,ew_score_trend,chosen_direction,traffic_level,elapsed_green,vehicles_in_simulation,total_waiting_time,completed_vehicles
206,2,0,4,0,18.0,0,15.4,0.0,17.4,0.0,0.4,-0.6,EW,EMPTY,11,7,18.0,2
207,4,0,5,0,21.0,0,24.2,0.0,36.7,0.0,2.5,-0.3,EW,EMPTY,12,8,21.0,0
208,5,0,6,0,25.0,0,29.7,0.0,48.57,0.0,3.77,-0.3,EW,EMPTY,13,7,25.0,2
209,4,0,6,0,29.0,0,27.0,0.0,42.0,0.0,3.0,-0.3,EW,EMPTY,14,7,29.0,0
210,4,0,6,0,33.0,0,27.8,0.0,43.3,0.0,3.1,0.0,NS,HEAVY,0,7,33.0,0
211,3,0,5,0,10.0,0,18.5,0.0,18.5,0.0,-1.42,0.0,NS,LIGHT,1,6,10.0,1
212,1,0,4,1,2.0,0.0,8.7,1.2,8.7,2.7,-5.25,0.3,NS,LIGHT,2,7,2.0,0
213,0,0,4,2,0.0,0.0,4.8,2.4,4.8,5.4,-5.55,0.6,NS,VERY_LIGHT,3,8,0.0,0
214,0,0,4,2,0.0,0.0,4.8,2.4,4.8,5.4,-5.75,0.6,NS,VERY_LIGHT,4,8,0.0,0
215,0,0,4,2,0.0,0.0,4.8,2.4,4.8,5.4,-3.42,0.6,NS,VERY_LIGHT,5,8,0.0,0
216,0,0,3,2,0.0,0.0,3.6,2.4,3.6,3.9,-1.28,0.3,NS,VERY_LIGHT,6,9,0.0,0
217,0,1,4,2,0.0,1.0,4.8,6.1,4.8,10.73,0.0,0.93,NS,VERY_LIGHT,7,10,1.0,0
218,0,2,4,2,0.0,3.0,4.8,10.0,4.8,19.5,0.0,1.9,NS,VERY_LIGHT,8,10,3.0,0
219,0,2,2,2,0.0,5.0,2.4,10.4,2.4,20.4,-0.6,2.0,NS,VERY_LIGHT,9,10,5.0,0
220,0,2,3,2,0.0,7.0,3.6,10.8,3.6,21.3,0.0,2.1,NS,VERY_LIGHT,10,11,7.0,0
221,0,2,2,2,0.0,9.0,2.4,11.2,2.4,17.58,-0.6,1.28,NS,VERY_LIGHT,11,9,9.0,2
222,0,2,1,2,0.0,11.0,1.2,11.6,1.2,13.6,-0.9,0.4,NS,VERY_LIGHT,12,9,11.0,0
223,0,3,1,3,0.0,13.0,1.2,16.7,1.2,24.57,-0.3,1.57,NS,VERY_LIGHT,13,8,13.0,2
224,0,2,1,3,0.0,15.0,1.2,13.6,1.2,17.1,-0.6,0.7,NS,VERY_LIGHT,14,9,15.0,0
225,0,3,2,4,0.0,17.0,2.4,18.7,2.4,28.08,0.0,1.88,EW,MEDIUM,0,9,17.0,2
226,0,0,2,4,0.0,0.0,2.4,4.8,3.9,4.8,0.3,-1.7,EW,VERY_LIGHT,1,9,0.0,0
227,0,0,2,2,0.0,0.0,2.4,2.4,3.9,2.4,0.3,-3.57,EW,VERY_LIGHT,2,7,0.0,2
228,0,0,2,2,0.0,0.0,2.4,2.4,3.9,2.4,0.3,-2.8,EW,VERY_LIGHT,3,7,0.0,0
229,1,0,2,2,1.0,0.0,6.1,2.4,10.73,2.4,0.93,-4.08,EW,VERY_LIGHT,4,6,1.0,1
230,2,0,2,2,3.0,0.0,10.0,2.4,19.5,2.4,1.9,-0.6,EW,VERY_LIGHT,5,6,3.0,0
231,3,0,3,2,5.0,0.0,15.1,2.4,30.98,2.4,3.17,0.0,EW,VERY_LIGHT,6,7,5.0,0
232,3,0,4,0,7.0,0,16.7,0.0,34.58,0.0,3.57,-0.6,EW,EMPTY,7,8,7.0,0
233,2,0,4,0,9.0,0,13.6,0.0,22.98,0.0,1.88,-0.6,EW,EMPTY,8,8,9.0,0
234,2,0,4,1,11.0,0.0,14.0,1.2,19.0,1.2,1.0,-0.3,EW,VERY_LIGHT,9,9,11.0,0
235,2,0,4,1,13.0,0.0,14.4,1.2,14.4,1.2,-0.17,-0.3,EW,VERY_LIGHT,10,9,13.0,0
236,2,0,4,1,15.0,0.0,14.8,1.2,14.8,2.7,-0.47,0.3,EW,VERY_LIGHT,11,7,15.0,2
237,2,0,4,0,17.0,0,15.2,0.0,17.2,0.0,0.4,0.0,EW,EMPTY,12,7,17.0,0
238,3,0,5,1,20.0,0.0,20.5,1.2,28.62,1.2,1.62,0.0,EW,VERY_LIGHT,13,7,20.0,2
239,5,0,6,1,24.0,0.0,29.5,1.2,48.38,1.2,3.77,0.0,EW,VERY_LIGHT,14,8,24.0,0
240,4,0,6,1,28.0,0.0,26.8,1.2,41.8,1.2,3.0,0.0,NS,HEAVY,0,8,28.0,0
241,2,0,6,1,7.0,0.0,15.6,1.2,16.1,2.7,0.1,0.3,NS,LIGHT,1,7,7.0,1
242,1,1,4,1,1.0,1.0,8.5,4.9,8.5,9.53,-3.0,0.93,NS,LIGHT,2,7,2.0,0
243,0,1,4,1,0.0,2.0,4.8,5.1,4.8,9.98,-6.17,0.98,NS,VERY_LIGHT,3,7,2.0,0
244,0,1,4,1,0.0,3.0,4.8,5.3,4.8,10.43,-5.5,1.03,NS,VERY_LIGHT,4,7,3.0,0
245,0,1,4,2,0.0,4.0,4.8,6.7,4.8,13.57,-2.7,1.38,NS,VERY_LIGHT,5,8,4.0,0
246,0,1,2,2,0.0,5.0,2.4,6.9,2.4,9.4,-1.52,0.5,NS,VERY_LIGHT,6,8,5.0,0
247,0,1,4,2,0.0,6.0,4.8,7.1,4.8,9.6,0.0,0.5,NS,VERY_LIGHT,7,10,6.0,0
248,0,1,4,2,0.0,7.0,4.8,7.3,4.8,9.8,0.0,0.5,NS,VERY_LIGHT,8,10,7.0,0
249,0,1,2,2,0.0,8.0,2.4,7.5,2.4,8.5,-0.6,0.2,NS,VERY_LIGHT,9,10,8.0,0
250,0,3,3,3,0.0,10.0,3.6,16.1,5.1,27.6,0.3,2.3,NS,VERY_LIGHT,10,11,10.0,1
251,0,2,2,3,0.0,12.0,2.4,13.0,2.4,20.38,-0.6,1.47,NS,VERY_LIGHT,11,10,12.0,1
252,0,2,1,3,0.0,14.0,1.2,13.4,1.2,21.02,-0.9,1.52,NS,VERY_LIGHT,12,9,14.0,1
253,0,2,0,3,0,16.0,0.0,13.8,0.0,21.68,-0.6,1.58,NS,EMPTY,13,8,16.0,1
254,0,2,1,3,0.0,18.0,1.2,14.2,1.2,14.2,-0.6,-0.48,NS,VERY_LIGHT,14,8,18.0,1
255,0,2,1,3,0.0,20.0,1.2,14.6,1.2,16.6,-0.3,0.4,EW,LIGHT,0,7,20.0,1
256,0,0,1,4,0.0,0.0,1.2,4.8,1.2,4.8,0.0,-2.15,EW,VERY_LIGHT,1,7,0.0,1
257,0,0,2,2,0.0,0.0,2.4,2.4,5.4,2.4,0.6,-2.85,EW,VERY_LIGHT,2,7,0.0,1
258,1,0,2,2,1.0,0.0,6.1,2.4,12.23,2.4,1.23,-2.95,EW,VERY_LIGHT,3,6,1.0,1
259,1,0,2,2,2.0,0.0,6.3,2.4,12.68,2.4,1.28,-3.05,EW,VERY_LIGHT,4,6,2.0,0
260,1,0,2,2,3.0,0.0,6.5,2.4,13.12,2.4,1.32,-0.6,EW,VERY_LIGHT,5,6,3.0,0
261,2,0,2,1,5.0,0.0,10.4,1.2,20.4,1.2,2.0,-0.3,EW,VERY_LIGHT,6,6,5.0,0
262,3,0,3,1,7.0,0.0,15.5,1.2,27.25,1.2,2.35,-0.3,EW,VERY_LIGHT,7,7,7.0,0
263,3,0,4,1,9.0,0.0,17.1,1.2,30.6,1.2,2.7,-0.3,EW,VERY_LIGHT,8,9,9.0,0
264,2,0,4,1,11.0,0.0,14.0,1.2,23.38,1.2,1.88,-0.3,EW,VERY_LIGHT,9,9,11.0,0
265,2,0,4,1,13.0,0.0,14.4,1.2,19.4,1.2,1.0,0.0,EW,VERY_LIGHT,10,8,13.0,1
266,2,0,4,0,15.0,0,14.8,0.0,14.8,0.0,-0.17,-0.3,EW,EMPTY,11,8,15.0,0
267,2,0,4,1,17.0,0.0,15.2,1.2,15.2,1.2,-0.48,0.0,EW,VERY_LIGHT,12,8,17.0,1
268,2,0,4,1,19.0,0.0,15.6,1.2,17.6,1.2,0.4,0.0,EW,VERY_LIGHT,13,8,19.0,0
269,3,0,5,1,22.0,0.0,20.9,1.2,29.02,1.2,1.62,0.0,EW,VERY_LIGHT,14,7,22.0,2
270,4,0,6,0,25.0,0,26.2,0.0,40.45,0.0,2.85,0.0,NS,HEAVY,0,7,25.0,1
271,2,0,6,0,4.0,0,15.0,0.0,15.0,0.0,-0.05,-0.3,NS,LIGHT,1,7,4.0,0
272,0,0,4,0,0.0,0,4.8,0.0,4.8,0.0,-2.7,-0.3,NS,VERY_LIGHT,2,7,0.0,0
273,0,0,4,0,0.0,0,4.8,0.0,4.8,0.0,-4.02,-0.3,NS,VERY_LIGHT,3,7,0.0,0
274,0,0,4,0,0.0,0,4.8,0.0,4.8,0.0,-5.35,0.0,NS,VERY_LIGHT,4,6,0.0,1
275,0,0,4,1,0.0,0.0,4.8,1.2,4.8,2.7,-2.55,0.3,NS,VERY_LIGHT,5,7,0.0,0
276,0,0,2,1,0.0,0.0,2.4,1.2,2.4,2.7,-0.6,0.3,NS,VERY_LIGHT,6,7,0.0,0
277,0,0,4,1,0.0,0.0,4.8,1.2,4.8,2.7,0.0,0.3,NS,VERY_LIGHT,7,9,0.0,0
278,0,0,4,2,0.0,0.0,4.8,2.4,4.8,5.4,0.0,0.6,NS,VERY_LIGHT,8,10,0.0,0
279,0,0,2,2,0.0,0.0,2.4,2.4,2.4,3.9,-0.6,0.3,NS,VERY_LIGHT,9,10,0.0,0
280,0,1,2,2,0.0,1.0,2.4,6.1,2.4,12.23,0.0,1.23,NS,VERY_LIGHT,10,8,1.0,2
281,0,1,1,2,0.0,2.0,1.2,6.3,1.2,12.68,-0.9,1.28,NS,VERY_LIGHT,11,8,2.0,0
282,0,1,1,2,0.0,3.0,1.2,6.5,1.2,11.62,-0.9,1.02,NS,VERY_LIGHT,12,8,3.0,1
283,0,1,1,2,0.0,4.0,1.2,6.7,1.2,12.08,-0.3,1.08,NS,VERY_LIGHT,13,7,4.0,1
284,0,2,0,2,0,6.0,0.0,10.6,0.0,16.23,-0.6,1.13,NS,EMPTY,14,7,6.0,0
285,0,2,1,2,0.0,8.0,1.2,11.0,1.2,16.88,0.0,1.17,EW,LIGHT,0,6,8.0,2
286,0,0,1,2,0.0,0.0,1.2,2.4,1.2,2.4,0.0,-1.02,EW,VERY_LIGHT,1,5,0.0,1
287,0,0,1,0,0.0,0,1.2,0.0,1.2,0.0,0.0,-1.68,EW,EMPTY,2,4,0.0,1
288,0,0,2,1,0.0,0.0,2.4,1.2,5.4,1.2,0.6,-2.35,EW,VERY_LIGHT,3,6,0.0,0
289,0,0,2,2,0.0,0.0,2.4,2.4,3.9,2.4,0.3,-2.15,EW,VERY_LIGHT,4,6,0.0,1
290,1,0,2,2,1.0,0.0,6.1,2.4,12.23,2.4,1.23,0.0,EW,VERY_LIGHT,5,6,1.0,0
291,1,0,2,1,2.0,0.0,6.3,1.2,12.68,2.7,1.28,0.3,EW,VERY_LIGHT,6,6,2.0,0
292,1,0,2,0,3.0,0,6.5,0.0,11.62,0.0,1.02,-0.3,EW,EMPTY,7,6,3.0,0
293,3,0,3,0,5.0,0,15.1,0.0,30.98,0.0,3.17,-0.6,EW,EMPTY,8,7,5.0,0
294,3,0,4,0,7.0,0,16.7,0.0,29.95,0.0,2.65,-0.6,EW,EMPTY,9,8,7.0,0
295,2,0,4,0,9.0,0,13.6,0.0,22.73,0.0,1.83,-0.3,EW,EMPTY,10,8,9.0,0
296,2,0,4,0,11.0,0,14.0,0.0,23.38,0.0,1.88,0.0,EW,EMPTY,11,6,11.0,2
297,2,0,4,0,13.0,0,14.4,0.0,14.4,0.0,-0.17,0.0,EW,EMPTY,12,6,13.0,0
298,2,0,4,0,15.0,0,14.8,0.0,14.8,0.0,-0.47,0.0,EW,EMPTY,13,4,15.0,2
299,3,0,4,0,18.0,0,18.9,0.0,25.53,0.0,1.33,0.0,EW,EMPTY,14,4,18.0,0
300,4,0,6,2,21.0,0.0,25.4,2.4,39.65,5.4,2.85,0.6,NS,MEDIUM,0,8,21.0,0
301,2,0,6,2,4.0,0.0,15.0,2.4,15.75,5.4,0.15,0.6,NS,LIGHT,1,8,4.0,0
302,0,0,4,2,0.0,0.0,4.8,2.4,4.8,5.4,-2.5,0.6,NS,VERY_LIGHT,2,8,0.0,0
303,0,0,4,2,0.0,0.0,4.8,2.4,4.8,5.4,-3.53,0.6,NS,VERY_LIGHT,3,8,0.0,0
304,0,1,4,2,0.0,1.0,4.8,6.1,4.8,10.73,-5.15,0.93,NS,VERY_LIGHT,4,8,1.0,0
305,0,2,4,2,0.0,3.0,4.8,10.0,4.8,19.5,-2.55,1.9,NS,VERY_LIGHT,5,8,3.0,0
306,0,2,2,2,0.0,5.0,2.4,10.4,2.4,20.4,-0.6,2.0,NS,VERY_LIGHT,6,8,5.0,0
307,0,2,3,2,0.0,7.0,3.6,10.8,3.6,21.3,-0.3,2.1,NS,VERY_LIGHT,7,9,7.0,0
308,0,2,4,2,0.0,9.0,4.8,11.2,4.8,17.58,0.0,1.28,NS,VERY_LIGHT,8,10,9.0,0
309,0,2,2,2,0.0,11.0,2.4,11.6,2.4,13.6,-0.6,0.4,NS,VERY_LIGHT,9,10,11.0,0
310,0,2,2,2,0.0,13.0,2.4,12.0,2.4,14.0,0.0,0.4,NS,VERY_LIGHT,10,10,13.0,0
311,0,2,2,2,0.0,15.0,2.4,12.4,2.4,14.4,-0.3,0.4,NS,VERY_LIGHT,11,8,15.0,2
312,0,3,0,3,0,17.0,0.0,17.5,0.0,25.38,-1.2,1.57,NS,EMPTY,12,9,17.0,0
313,0,3,1,4,0.0,19.0,1.2,19.1,1.2,28.48,-0.3,1.88,NS,VERY_LIGHT,13,9,19.0,2
314,0,2,1,4,0.0,21.0,1.2,16.0,1.2,21.0,-0.3,1.0,NS,VERY_LIGHT,14,9,21.0,0
315,0,2,0,4,0,23.0,0.0,16.4,0.0,21.4,-0.6,1.0,EW,MEDIUM,0,7,23.0,2
316,0,0,1,4,0.0,0.0,1.2,4.8,2.7,4.8,0.3,-3.17,EW,VERY_LIGHT,1,8,0.0,0
317,0,0,1,2,0.0,0.0,1.2,2.4,1.2,2.4,0.0,-4.18,EW,VERY_LIGHT,2,6,0.0,2
318,0,0,1,2,0.0,0.0,1.2,2.4,1.2,2.4,0.0,-3.4,EW,VERY_LIGHT,3,6,0.0,0
319,0,0,2,2,0.0,0.0,2.4,2.4,5.4,2.4,0.6,-3.5,EW,VERY_LIGHT,4,6,0.0,1
320,0,0,2,2,0.0,0.0,2.4,2.4,3.9,2.4,0.3,-0.6,EW,VERY_LIGHT,5,6,0.0,0
321,1,0,2,0,1.0,0,6.1,0.0,12.23,0.0,1.23,-0.6,EW,EMPTY,6,6,1.0,0
322,1,0,2,0,2.0,0,6.3,0.0,12.68,0.0,1.28,-0.6,EW,EMPTY,7,6,2.0,0
323,2,0,2,1,4.0,0.0,10.2,1.2,19.95,1.2,1.95,-0.3,EW,VERY_LIGHT,8,7,4.0,0
324,3,0,3,1,6.0,0.0,15.3,1.2,31.43,1.2,3.23,-0.3,EW,VERY_LIGHT,9,8,6.0,0
325,3,0,4,2,8.0,0.0,16.9,2.4,30.4,5.4,2.7,0.6,EW,VERY_LIGHT,10,9,8.0,1
326,2,0,4,1,10.0,0.0,13.8,1.2,23.18,2.7,1.88,0.3,EW,VERY_LIGHT,11,8,10.0,1
327,2,0,4,1,12.0,0.0,14.2,1.2,19.2,1.2,1.0,0.0,EW,VERY_LIGHT,12,8,12.0,0
328,2,0,4,0,14.0,0,14.6,0.0,14.6,0.0,-0.17,-0.3,EW,EMPTY,13,6,14.0,2
329,2,0,4,0,16.0,0,15.0,0.0,15.0,0.0,-0.48,-0.6,EW,EMPTY,14,6,16.0,0
330,2,0,4,0,18.0,0,15.4,0.0,17.4,0.0,0.4,-0.3,NS,LIGHT,0,5,18.0,1
331,1,0,5,0,1.0,0,9.7,0.0,9.7,0.0,-1.13,-0.3,NS,LIGHT,1,6,1.0,0
332,0,0,4,0,0.0,0,4.8,0.0,4.8,0.0,-2.45,0.0,NS,VERY_LIGHT,2,6,0.0,1
333,0,0,4,0,0.0,0,4.8,0.0,4.8,0.0,-2.55,0.0,NS,VERY_LIGHT,3,6,0.0,0
334,0,0,4,1,0.0,0.0,4.8,1.2,4.8,2.7,-2.65,0.3,NS,VERY_LIGHT,4,7,0.0,0
335,0,0,4,1,0.0,0.0,4.8,1.2,4.8,2.7,-1.22,0.3,NS,VERY_LIGHT,5,7,0.0,0
336,0,0,2,1,0.0,0.0,2.4,1.2,2.4,2.7,-0.6,0.3,NS,VERY_LIGHT,6,7,0.0,0
337,0,0,2,1,0.0,0.0,2.4,1.2,2.4,2.7,-0.6,0.3,NS,VERY_LIGHT,7,7,0.0,0
338,0,0,3,2,0.0,0.0,3.6,2.4,3.6,3.9,-0.3,0.3,NS,VERY_LIGHT,8,9,0.0,0
339,0,1,3,2,0.0,1.0,3.6,6.1,3.6,12.23,-0.3,1.23,NS,VERY_LIGHT,9,10,1.0,0
340,0,1,2,2,0.0,2.0,2.4,6.3,2.4,12.68,0.0,1.28,NS,VERY_LIGHT,10,9,2.0,1
341,0,1,2,2,0.0,3.0,2.4,6.5,2.4,13.12,0.0,1.32,NS,VERY_LIGHT,11,8,3.0,1
342,0,1,1,2,0.0,4.0,1.2,6.7,1.2,12.08,-0.6,1.08,NS,VERY_LIGHT,12,7,4.0,1
343,0,2,0,2,0,6.0,0.0,10.6,0.0,16.23,-0.9,1.13,NS,EMPTY,13,6,6.0,1
344,0,2,1,2,0.0,8.0,1.2,11.0,1.2,16.88,-0.3,1.17,NS,VERY_LIGHT,14,7,8.0,0
345,0,3,1,3,0.0,10.0,1.2,16.1,1.2,28.1,-0.3,2.4,EW,MEDIUM,0,6,10.0,2
346,0,0,1,3,0.0,0.0,1.2,3.6,1.2,3.6,0.0,-0.78,EW,VERY_LIGHT,1,6,0.0,0
347,0,0,2,1,0.0,0.0,2.4,1.2,5.4,1.2,0.6,-2.35,EW,VERY_LIGHT,2,5,0.0,2
348,0,0,2,1,0.0,0.0,2.4,1.2,3.9,1.2,0.3,-2.45,EW,VERY_LIGHT,3,5,0.0,0
349,1,0,2,1,1.0,0.0,6.1,1.2,12.23,1.2,1.23,-3.73,EW,VERY_LIGHT,4,5,1.0,0
350,2,0,3,2,2.0,0.0,11.0,2.4,23.25,2.4,2.45,-0.3,EW,VERY_LIGHT,5,7,2.0,0
351,2,0,3,2,4.0,0.0,11.4,2.4,22.65,3.9,2.25,0.3,EW,VERY_LIGHT,6,7,4.0,0
352,2,0,3,2,6.0,0.0,11.8,2.4,23.55,3.9,2.35,0.3,EW,VERY_LIGHT,7,7,6.0,0
353,2,0,3,0,8.0,0,12.2,0.0,19.82,0.0,1.52,-0.3,EW,EMPTY,8,7,8.0,0
354,3,0,4,0,10.0,0,17.3,0.0,25.18,0.0,1.58,-0.6,EW,EMPTY,9,8,10.0,0
355,2,0,4,0,12.0,0,14.2,0.0,17.7,0.0,0.7,-0.6,EW,EMPTY,10,8,12.0,0
356,2,0,4,1,14.0,0.0,14.6,1.2,18.1,1.2,0.7,-0.3,EW,VERY_LIGHT,11,7,14.0,2
357,4,0,5,1,17.0,0.0,23.4,1.2,37.4,2.7,2.8,0.3,EW,VERY_LIGHT,12,8,17.0,0
358,3,0,5,1,20.0,0.0,20.5,1.2,24.5,2.7,0.8,0.3,EW,VERY_LIGHT,13,7,20.0,1
359,3,0,5,0,23.0,0,21.1,0.0,29.73,0.0,1.73,0.0,EW,EMPTY,14,6,23.0,1
360,4,0,5,0,27.0,0,25.4,0.0,38.9,0.0,2.7,-0.3,NS,MEDIUM,0,6,27.0,0
361,2,0,5,0,7.0,0,14.4,0.0,14.4,0.0,-2.25,-0.3,NS,LIGHT,1,6,7.0,0
362,0,0,4,0,0.0,0,4.8,0.0,4.8,0.0,-3.92,-0.3,NS,VERY_LIGHT,2,7,0.0,0
363,0,0,4,1,0.0,0.0,4.8,1.2,4.8,2.7,-4.08,0.3,NS,VERY_LIGHT,3,7,0.0,1
364,0,0,4,1,0.0,0.0,4.8,1.2,4.8,2.7,-5.15,0.3,NS,VERY_LIGHT,4,7,0.0,0
365,0,0,4,1,0.0,0.0,4.8,1.2,4.8,2.7,-2.4,0.3,NS,VERY_LIGHT,5,7,0.0,0
366,0,0,2,1,0.0,0.0,2.4,1.2,2.4,2.7,-0.6,0.3,NS,VERY_LIGHT,6,7,0.0,0
367,0,0,3,2,0.0,0.0,3.6,2.4,3.6,3.9,-0.3,0.3,NS,VERY_LIGHT,7,9,0.0,0
368,0,1,3,2,0.0,1.0,3.6,6.1,3.6,12.23,-0.3,1.23,NS,VERY_LIGHT,8,9,1.0,0
369,0,1,1,2,0.0,2.0,1.2,6.3,1.2,12.68,-0.9,1.28,NS,VERY_LIGHT,9,9,2.0,0
370,0,1,2,2,0.0,3.0,2.4,6.5,2.4,13.12,0.0,1.32,NS,VERY_LIGHT,10,8,3.0,2
371,0,1,3,2,0.0,4.0,3.6,6.7,3.6,12.08,0.0,1.08,NS,VERY_LIGHT,11,9,4.0,0
372,0,1,2,2,0.0,5.0,2.4,6.9,2.4,7.9,-0.3,0.2,NS,VERY_LIGHT,12,9,5.0,0
373,0,2,1,2,0.0,7.0,1.2,10.8,1.2,16.43,0.0,1.12,NS,VERY_LIGHT,13,7,7.0,2
374,0,2,1,2,0.0,9.0,1.2,11.2,1.2,17.08,-0.3,1.18,NS,VERY_LIGHT,14,7,9.0,0
375,0,3,1,3,0.0,11.0,1.2,16.3,1.2,28.3,-0.6,2.4,EW,MEDIUM,0,8,11.0,1
376,0,0,1,3,0.0,0.0,1.2,3.6,1.2,3.6,-0.3,-0.83,EW,VERY_LIGHT,1,7,0.0,1
377,0,0,2,1,0.0,0.0,2.4,1.2,3.9,1.2,0.3,-2.4,EW,VERY_LIGHT,2,7,0.0,1
378,0,0,2,2,0.0,0.0,2.4,2.4,3.9,2.4,0.3,-2.2,EW,VERY_LIGHT,3,7,0.0,1
379,0,0,2,2,0.0,0.0,2.4,2.4,3.9,2.4,0.3,-3.48,EW,VERY_LIGHT,4,7,0.0,0
380,1,0,2,2,1.0,0.0,6.1,2.4,12.23,2.4,1.23,-0.3,EW,VERY_LIGHT,5,6,1.0,1
381,2,0,2,2,3.0,0.0,10.0,2.4,19.5,3.9,1.9,0.3,EW,VERY_LIGHT,6,6,3.0,0
382,3,0,3,1,5.0,0.0,15.1,1.2,30.98,1.2,3.17,-0.3,EW,VERY_LIGHT,7,7,5.0,0
383,2,0,3,0,7.0,0,12.0,0.0,24.0,0.0,2.4,-0.6,EW,EMPTY,8,7,7.0,0
384,2,0,3,0,9.0,0,12.4,0.0,20.27,0.0,1.57,-0.6,EW,EMPTY,9,7,9.0,0
385,3,0,4,0,11.0,0,17.5,0.0,26.88,0.0,1.88,-0.6,EW,EMPTY,10,8,11.0,0
386,2,0,4,0,13.0,0,14.4,0.0,14.4,0.0,-0.17,-0.3,EW,EMPTY,11,6,13.0,2
387,2,0,4,0,15.0,0,14.8,0.0,18.3,0.0,0.7,0.0,EW,EMPTY,12,6,15.0,0
388,3,0,5,1,17.0,0.0,19.9,1.2,29.27,2.7,1.87,0.3,EW,VERY_LIGHT,13,6,17.0,2
389,3,0,5,2,20.0,0.0,20.5,2.4,24.25,5.4,0.75,0.6,EW,VERY_LIGHT,14,7,20.0,0
390,3,0,5,2,23.0,0.0,21.1,2.4,29.48,5.4,1.68,0.6,NS,MEDIUM,0,7,23.0,0
391,1,0,5,2,3.0,0.0,10.1,2.4,10.1,5.4,-1.18,0.6,NS,LIGHT,1,7,3.0,0
392,1,1,3,2,1.0,1.0,7.3,6.1,7.3,12.23,-3.15,1.23,NS,VERY_LIGHT,2,7,2.0,0
393,0,1,4,2,0.0,2.0,4.8,6.3,4.8,11.18,-3.92,0.98,NS,VERY_LIGHT,3,8,2.0,0
394,0,1,4,2,0.0,3.0,4.8,6.5,4.8,11.62,-4.08,1.02,NS,VERY_LIGHT,4,8,3.0,0
395,0,2,4,2,0.0,5.0,4.8,10.4,4.8,20.4,-1.32,2.0,NS,VERY_LIGHT,5,8,5.0,0
396,0,2,2,2,0.0,7.0,2.4,10.8,2.4,16.68,-1.23,1.18,NS,VERY_LIGHT,6,8,7.0,0
397,0,2,3,2,0.0,9.0,3.6,11.2,3.6,17.33,-0.3,1.23,NS,VERY_LIGHT,7,9,9.0,0
398,0,2,3,2,0.0,11.0,3.6,11.6,3.6,17.98,-0.3,1.28,NS,VERY_LIGHT,8,9,11.0,0
399,0,2,1,2,0.0,13.0,1.2,12.0,1.2,14.0,-0.9,0.4,NS,VERY_LIGHT,9,9,13.0,0
400,0,4,3,4,0.0,15.0,3.6,21.8,5.1,35.55,0.3,2.75,NS,VERY_LIGHT,10,12,15.0,1
401,0,2,3,4,0.0,17.0,3.6,15.2,3.6,20.2,0.0,1.0,NS,VERY_LIGHT,11,11,17.0,1
402,0,2,2,4,0.0,19.0,2.4,15.6,2.4,20.6,-0.3,1.0,NS,VERY_LIGHT,12,11,19.0,0
403,0,2,1,4,0.0,21.0,1.2,16.0,1.2,21.0,0.0,1.0,NS,VERY_LIGHT,13,9,21.0,2
404,0,2,0,4,0,23.0,0.0,16.4,0.0,16.4,-0.9,-1.35,NS,EMPTY,14,9,23.0,0
405,0,2,0,4,0,25.0,0.0,16.8,0.0,18.8,-0.9,0.4,EW,LIGHT,0,7,25.0,2
406,0,0,0,4,0,0.0,0.0,4.8,0.0,4.8,-0.6,-2.7,EW,VERY_LIGHT,1,7,0.0,0
407,0,0,1,2,0.0,0.0,1.2,2.4,1.2,2.4,0.0,-3.4,EW,VERY_LIGHT,2,6,0.0,2
408,0,0,2,2,0.0,0.0,2.4,2.4,5.4,2.4,0.6,-3.5,EW,VERY_LIGHT,3,7,0.0,0
409,0,0,2,2,0.0,0.0,2.4,2.4,5.4,2.4,0.6,-3.6,EW,VERY_LIGHT,4,6,0.0,1
410,0,0,2,2,0.0,0.0,2.4,2.4,5.4,2.4,0.6,-0.6,EW,VERY_LIGHT,5,6,0.0,0
411,1,0,2,0,1.0,0,6.1,0.0,12.23,0.0,1.23,-0.6,EW,EMPTY,6,6,1.0,0
412,1,0,2,1,2.0,0.0,6.3,1.2,11.18,1.2,0.98,-0.3,EW,VERY_LIGHT,7,7,2.0,0
413,3,0,3,2,4.0,0.0,14.9,2.4,30.52,2.4,3.12,0.0,EW,VERY_LIGHT,8,9,4.0,0
414,2,0,3,2,6.0,0.0,11.8,2.4,23.55,2.4,2.35,0.0,EW,VERY_LIGHT,9,9,6.0,0
415,2,0,3,1,8.0,0.0,12.2,1.2,19.82,2.7,1.52,0.3,EW,VERY_LIGHT,10,8,8.0,1
416,3,0,4,0,10.0,0,17.3,0.0,31.05,0.0,2.75,-0.3,EW,EMPTY,11,8,10.0,1
417,2,0,4,0,12.0,0,14.2,0.0,14.2,0.0,-0.17,-0.6,EW,EMPTY,12,7,12.0,1
418,2,0,4,0,14.0,0,14.6,0.0,18.1,0.0,0.7,-0.6,EW,EMPTY,13,6,14.0,1
419,2,0,5,0,16.0,0,16.2,0.0,21.2,0.0,1.0,-0.3,EW,EMPTY,14,6,16.0,1
420,2,0,5,0,18.0,0,16.6,0.0,16.6,0.0,-0.17,0.0,NS,LIGHT,0,5,18.0,1
421,1,0,5,0,1.0,0,9.7,0.0,9.7,0.0,-1.13,0.0,NS,LIGHT,1,5,1.0,0
