step,ns_queue,ew_queue,ns_vehicle_count,ew_vehicle_count,ns_waiting_time,ew_waiting_time,ns_current_score,ew_current_score,ns_predicted_score,ew_predicted_score,ns_score_trend,ew_score_trend,chosen_direction,traffic_level,elapsed_green,vehicles_in_simulation,total_waiting_time,completed_vehicles
206,6,0,6,3,42.0,0.0,36.6,3.6,46.98,3.6,2.08,-0.3,EW,VERY_LIGHT,11,13,42.0,1
207,6,0,6,2,48.0,0.0,37.8,2.4,43.8,2.4,1.2,-0.6,EW,VERY_LIGHT,12,14,48.0,0
208,6,0,6,3,54.0,0.0,39.0,3.6,45.0,3.6,1.2,0.0,EW,VERY_LIGHT,13,13,54.0,2
209,6,0,6,2,60.0,0.0,40.2,2.4,46.2,2.4,1.2,-0.3,EW,VERY_LIGHT,14,13,60.0,0
210,6,0,6,3,66.0,0.0,41.4,3.6,47.4,3.6,1.2,0.0,NS,HEAVY,0,12,66.0,2
211,4,0,6,3,44.0,0.0,30.0,3.6,30.0,5.1,-1.95,0.3,NS,MEDIUM,1,12,44.0,0
212,2,1,4,4,21.0,1.0,16.0,8.5,16.0,14.62,-5.75,1.23,NS,LIGHT,2,11,22.0,2
213,0,1,4,4,0.0,2.0,4.8,8.7,4.8,16.58,-8.85,1.58,NS,VERY_LIGHT,3,11,2.0,0
214,0,1,4,4,0.0,3.0,4.8,8.9,4.8,15.53,-9.15,1.33,NS,VERY_LIGHT,4,10,3.0,1
215,0,3,4,6,0.0,5.0,4.8,18.7,4.8,37.58,-6.3,3.77,NS,VERY_LIGHT,5,12,5.0,0
216,0,3,3,6,0.0,8.0,3.6,19.3,3.6,32.8,-3.1,2.7,NS,VERY_LIGHT,6,13,8.0,0
217,0,4,4,6,0.0,12.0,4.8,23.6,4.8,42.23,0.0,3.73,NS,VERY_LIGHT,7,14,12.0,0
218,0,4,4,6,0.0,16.0,4.8,24.4,4.8,43.77,0.0,3.87,NS,VERY_LIGHT,8,14,16.0,0
219,0,5,2,6,0.0,21.0,2.4,28.9,2.4,41.65,-0.6,2.55,NS,VERY_LIGHT,9,14,21.0,0
220,0,5,4,6,0.0,26.0,4.8,29.9,6.3,43.15,0.3,2.65,NS,VERY_LIGHT,10,15,26.0,1
221,0,5,4,6,0.0,31.0,4.8,30.9,4.8,40.02,0.0,1.82,NS,VERY_LIGHT,11,14,31.0,1
222,0,5,2,7,0.0,36.0,2.4,33.1,2.4,43.98,-0.6,2.18,NS,VERY_LIGHT,12,15,36.0,0
223,0,5,4,7,0.0,41.0,4.8,34.1,7.8,40.6,0.6,1.3,NS,VERY_LIGHT,13,15,41.0,2
224,0,6,2,7,0.0,47.0,2.4,38.8,2.4,49.92,-0.6,2.22,NS,VERY_LIGHT,14,15,47.0,0
225,0,6,2,7,0.0,53.0,2.4,40.0,2.4,51.38,-0.6,2.28,EW,HEAVY,0,13,53.0,2
226,0,4,4,7,0.0,32.0,4.8,28.8,7.8,28.8,0.6,-1.08,EW,MEDIUM,1,15,32.0,0
227,0,3,4,5,0.0,21.0,4.8,20.7,4.8,20.7,0.0,-3.35,EW,MEDIUM,2,13,21.0,2
228,1,1,6,5,1.0,10.0,10.9,11.5,21.52,11.5,2.12,-6.82,EW,LIGHT,3,15,11.0,0
229,2,0,6,5,3.0,0.0,14.8,6.0,30.3,6.0,3.1,-8.5,EW,VERY_LIGHT,4,13,3.0,2
230,3,0,6,6,6.0,0.0,18.9,7.2,36.52,7.2,3.52,-5.4,EW,VERY_LIGHT,5,14,6.0,0
231,3,0,6,4,9.0,0.0,19.5,4.8,37.88,4.8,3.67,-3.97,EW,VERY_LIGHT,6,14,9.0,0
232,5,0,6,4,14.0,0.0,27.5,4.8,48.25,4.8,4.15,-1.68,EW,VERY_LIGHT,7,14,14.0,0
233,5,0,6,4,19.0,0.0,28.5,4.8,45.62,4.8,3.43,-0.3,EW,VERY_LIGHT,8,14,19.0,0
234,6,0,6,3,25.0,0.0,33.2,3.6,51.08,3.6,3.58,-0.9,EW,VERY_LIGHT,9,15,25.0,0
235,6,0,6,3,31.0,0.0,34.4,3.6,53.02,3.6,3.72,-0.3,EW,VERY_LIGHT,10,14,31.0,1
236,6,0,6,4,37.0,0.0,35.6,4.8,45.73,4.8,2.03,0.0,EW,VERY_LIGHT,11,14,37.0,1
237,6,0,6,3,43.0,0.0,36.8,3.6,47.17,3.6,2.07,-0.3,EW,VERY_LIGHT,12,15,43.0,0
238,6,0,6,3,49.0,0.0,38.0,3.6,44.0,3.6,1.2,0.0,EW,VERY_LIGHT,13,14,49.0,1
239,6,0,6,2,55.0,0.0,39.2,2.4,45.2,2.4,1.2,-0.3,EW,VERY_LIGHT,14,13,55.0,1
240,6,0,6,2,61.0,0.0,40.4,2.4,46.4,2.4,1.2,-0.6,NS,HEAVY,0,13,61.0,1
241,4,0,6,2,40.0,0.0,29.2,2.4,29.2,2.4,-1.9,-0.3,NS,MEDIUM,1,12,40.0,1
242,2,0,4,3,20.0,0.0,15.8,3.6,15.8,3.6,-5.55,0.0,NS,LIGHT,2,11,20.0,2
243,0,1,4,4,0.0,1.0,4.8,8.5,4.8,16.12,-8.6,1.52,NS,VERY_LIGHT,3,12,1.0,0
244,0,1,4,4,0.0,2.0,4.8,8.7,4.8,16.58,-8.9,1.58,NS,VERY_LIGHT,4,11,2.0,1
245,0,1,4,5,0.0,3.0,4.8,10.1,4.8,19.73,-6.1,1.92,NS,VERY_LIGHT,5,11,3.0,1
246,0,2,3,5,0.0,5.0,3.6,14.0,3.6,27.0,-3.05,2.6,NS,VERY_LIGHT,6,12,5.0,0
247,0,3,4,5,0.0,8.0,4.8,18.1,4.8,30.1,0.0,2.4,NS,VERY_LIGHT,7,13,8.0,0
248,0,5,4,5,0.0,13.0,4.8,26.1,4.8,47.85,0.0,4.35,NS,VERY_LIGHT,8,13,13.0,0
249,0,5,2,5,0.0,18.0,2.4,27.1,2.4,48.35,-0.6,4.25,NS,VERY_LIGHT,9,13,18.0,0
250,0,6,3,6,0.0,23.0,3.6,32.8,3.6,56.3,0.0,4.7,NS,VERY_LIGHT,10,14,23.0,1
251,0,5,4,6,0.0,28.0,4.8,30.3,4.8,45.55,0.0,3.05,NS,VERY_LIGHT,11,14,28.0,1
252,0,5,2,6,0.0,33.0,2.4,31.3,2.4,37.8,-0.6,1.3,NS,VERY_LIGHT,12,13,33.0,1
253,0,5,3,6,0.0,38.0,3.6,32.3,5.1,38.8,0.3,1.3,NS,VERY_LIGHT,13,13,38.0,1
254,0,5,2,6,0.0,43.0,2.4,33.3,2.4,33.92,-0.3,0.12,NS,VERY_LIGHT,14,14,43.0,0
255,0,5,2,6,0.0,48.0,2.4,34.3,2.4,39.3,-0.6,1.0,EW,MEDIUM,0,12,48.0,2
256,0,3,4,6,0.0,30.0,4.8,23.7,7.8,23.7,0.6,-1.9,EW,MEDIUM,1,14,30.0,0
257,0,2,4,4,0.0,21.0,4.8,16.0,6.3,16.0,0.3,-4.07,EW,LIGHT,2,12,21.0,2
258,1,1,6,5,1.0,11.0,10.9,11.7,21.52,11.7,2.12,-5.4,EW,LIGHT,3,15,12.0,0
259,2,0,6,5,3.0,0.0,14.8,6.0,30.3,6.0,3.1,-7.07,EW,VERY_LIGHT,4,13,3.0,2
260,3,0,6,5,6.0,0.0,18.9,6.0,36.52,6.0,3.52,-4.42,EW,VERY_LIGHT,5,13,6.0,0
261,4,0,6,3,10.0,0.0,23.2,3.6,46.2,3.6,4.6,-3.1,EW,VERY_LIGHT,6,13,10.0,0
262,4,0,6,3,14.0,0.0,24.0,3.6,40.38,3.6,3.28,-2.02,EW,VERY_LIGHT,7,13,14.0,0
263,6,0,6,3,20.0,0.0,32.2,3.6,53.95,3.6,4.35,-0.6,EW,VERY_LIGHT,8,13,20.0,0
264,6,0,6,2,26.0,0.0,33.4,2.4,51.52,2.4,3.62,-0.9,EW,VERY_LIGHT,9,14,26.0,0
265,6,0,6,3,32.0,0.0,34.6,3.6,48.85,3.6,2.85,0.0,EW,VERY_LIGHT,10,15,32.0,0
266,6,0,6,3,38.0,0.0,35.8,3.6,50.55,3.6,2.95,0.0,EW,VERY_LIGHT,11,13,38.0,2
267,6,0,6,3,44.0,0.0,37.0,3.6,43.0,3.6,1.2,0.0,EW,VERY_LIGHT,12,14,44.0,0
268,6,0,6,2,50.0,0.0,38.2,2.4,44.2,2.4,1.2,0.0,EW,VERY_LIGHT,13,12,50.0,2
269,6,0,6,1,56.0,0.0,39.4,1.2,45.4,1.2,1.2,-0.6,EW,VERY_LIGHT,14,12,56.0,0
270,6,0,6,2,62.0,0.0,40.6,2.4,46.6,2.4,1.2,-0.3,NS,HEAVY,0,11,62.0,2
271,4,0,6,2,41.0,0.0,29.4,2.4,29.4,2.4,-1.9,-0.3,NS,MEDIUM,1,11,41.0,0
272,2,0,4,4,20.0,0.0,15.8,4.8,15.8,7.8,-5.6,0.6,NS,LIGHT,2,11,20.0,2
273,0,1,4,4,0.0,1.0,4.8,8.5,4.8,17.62,-8.65,1.82,NS,VERY_LIGHT,3,11,1.0,0
274,0,1,4,4,0.0,2.0,4.8,8.7,4.8,16.58,-8.95,1.58,NS,VERY_LIGHT,4,10,2.0,1
275,0,2,4,5,0.0,4.0,4.8,13.8,4.8,28.05,-6.15,2.85,NS,VERY_LIGHT,5,11,4.0,0
276,0,2,3,5,0.0,6.0,3.6,14.2,3.6,25.95,-3.05,2.35,NS,VERY_LIGHT,6,12,6.0,0
277,0,4,3,5,0.0,10.0,3.6,22.0,3.6,38.88,-0.3,3.38,NS,VERY_LIGHT,7,12,10.0,0
278,0,4,4,5,0.0,14.0,4.8,22.8,4.8,40.42,0.0,3.52,NS,VERY_LIGHT,8,13,14.0,0
279,0,6,3,6,0.0,19.0,3.6,32.0,3.6,54.75,-0.3,4.55,NS,VERY_LIGHT,9,14,19.0,0
280,0,5,3,6,0.0,24.0,3.6,29.5,3.6,48.62,0.0,3.83,NS,VERY_LIGHT,10,13,24.0,2
281,0,5,4,6,0.0,29.0,4.8,30.5,6.3,41.12,0.3,2.12,NS,VERY_LIGHT,11,14,29.0,0
282,0,5,2,6,0.0,34.0,2.4,31.5,2.4,42.38,-0.6,2.17,NS,VERY_LIGHT,12,14,34.0,0
283,0,5,3,6,0.0,39.0,3.6,32.5,3.6,33.12,0.0,0.12,NS,VERY_LIGHT,13,13,39.0,2
284,0,5,3,6,0.0,44.0,3.6,33.5,3.6,38.5,0.0,1.0,NS,VERY_LIGHT,14,14,44.0,0
285,0,5,2,6,0.0,49.0,2.4,34.5,2.4,39.5,-0.6,1.0,EW,MEDIUM,0,12,49.0,2
286,0,3,4,7,0.0,30.0,4.8,24.9,7.8,24.9,0.6,-1.65,EW,MEDIUM,1,15,30.0,0
287,0,2,4,5,0.0,20.0,4.8,17.0,6.3,17.0,0.3,-3.88,EW,LIGHT,2,13,20.0,2
288,2,1,6,5,2.0,10.0,14.6,11.5,28.35,11.5,2.75,-5.5,EW,LIGHT,3,14,12.0,1
289,2,0,6,5,4.0,0.0,15.0,6.0,30.75,6.0,3.15,-7.12,EW,VERY_LIGHT,4,13,4.0,1
290,4,0,6,5,8.0,0.0,22.8,6.0,45.3,6.0,4.5,-4.72,EW,VERY_LIGHT,5,13,8.0,0
291,4,0,6,3,12.0,0.0,23.6,3.6,47.1,3.6,4.7,-3.35,EW,VERY_LIGHT,6,13,12.0,0
292,6,0,6,3,18.0,0.0,31.8,3.6,53.3,3.6,4.3,-1.98,EW,VERY_LIGHT,7,13,18.0,0
293,6,0,6,4,24.0,0.0,33.0,4.8,55.5,4.8,4.5,-0.3,EW,VERY_LIGHT,8,14,24.0,0
294,6,0,6,3,30.0,0.0,34.2,3.6,48.45,3.6,2.85,-0.6,EW,VERY_LIGHT,9,15,30.0,0
295,6,0,6,3,36.0,0.0,35.4,3.6,50.15,3.6,2.95,0.0,EW,VERY_LIGHT,10,15,36.0,0
296,6,0,6,3,42.0,0.0,36.6,3.6,42.6,3.6,1.2,0.0,EW,VERY_LIGHT,11,14,42.0,1
297,6,0,6,2,48.0,0.0,37.8,2.4,43.8,2.4,1.2,-0.6,EW,VERY_LIGHT,12,14,48.0,1
298,6,0,6,2,54.0,0.0,39.0,2.4,45.0,2.4,1.2,-0.3,EW,VERY_LIGHT,13,13,54.0,1
299,6,0,6,1,60.0,0.0,40.2,1.2,46.2,1.2,1.2,-0.6,EW,VERY_LIGHT,14,12,60.0,1
300,6,0,6,3,66.0,0.0,41.4,3.6,47.4,3.6,1.2,0.0,NS,HEAVY,0,13,66.0,1
301,4,0,6,3,44.0,0.0,30.0,3.6,30.0,5.1,-1.95,0.3,NS,MEDIUM,1,12,44.0,1
302,2,0,4,4,22.0,0.0,16.2,4.8,16.2,7.8,-5.7,0.6,NS,LIGHT,2,12,22.0,1
303,0,1,4,4,0.0,1.0,4.8,8.5,4.8,17.62,-8.85,1.82,NS,VERY_LIGHT,3,11,1.0,1
304,0,1,4,4,0.0,2.0,4.8,8.7,4.8,15.08,-9.15,1.28,NS,VERY_LIGHT,4,10,2.0,1
305,0,3,4,5,0.0,5.0,4.8,17.5,4.8,34.88,-6.3,3.48,NS,VERY_LIGHT,5,11,5.0,0
306,0,3,2,5,0.0,8.0,2.4,18.1,2.4,34.73,-3.45,3.33,NS,VERY_LIGHT,6,11,8.0,0
307,0,3,4,5,0.0,11.0,4.8,18.7,4.8,31.45,0.0,2.55,NS,VERY_LIGHT,7,13,11.0,0
308,0,5,4,6,0.0,15.0,4.8,27.7,4.8,51.45,0.0,4.75,NS,VERY_LIGHT,8,14,15.0,0
309,0,5,2,6,0.0,20.0,2.4,28.7,2.4,42.7,-0.6,2.8,NS,VERY_LIGHT,9,14,20.0,0
310,0,5,4,6,0.0,25.0,4.8,29.7,7.8,44.2,0.6,2.9,NS,VERY_LIGHT,10,15,25.0,1
311,0,5,3,6,0.0,30.0,3.6,30.7,3.6,45.7,-0.3,3.0,NS,VERY_LIGHT,11,14,30.0,1
312,0,5,2,6,0.0,35.0,2.4,31.7,2.4,36.7,-0.6,1.0,NS,VERY_LIGHT,12,14,35.0,0
313,0,5,4,6,0.0,40.0,4.8,32.7,7.8,37.7,0.6,1.0,NS,VERY_LIGHT,13,14,40.0,2
314,0,5,2,6,0.0,45.0,2.4,33.7,2.4,38.7,-0.6,1.0,NS,VERY_LIGHT,14,14,45.0,0
315,0,5,3,7,0.0,50.0,3.6,35.9,3.6,42.4,0.0,1.3,EW,HEAVY,0,14,50.0,2
316,0,3,4,7,0.0,29.0,4.8,24.7,7.8,24.7,0.6,-1.75,EW,MEDIUM,1,15,29.0,0
317,1,2,5,5,1.0,19.0,9.7,16.8,15.82,16.8,1.22,-3.98,EW,LIGHT,2,14,20.0,2
318,2,1,6,5,3.0,10.0,14.8,11.5,30.3,11.5,3.1,-5.55,EW,LIGHT,3,14,13.0,1
319,3,0,6,5,6.0,0.0,18.9,6.0,38.02,6.0,3.82,-7.47,EW,VERY_LIGHT,4,13,6.0,1
320,3,0,6,5,9.0,0.0,19.5,6.0,37.88,6.0,3.67,-4.67,EW,VERY_LIGHT,5,13,9.0,0
321,4,0,6,3,13.0,0.0,23.8,3.6,41.42,3.6,3.53,-3.3,EW,VERY_LIGHT,6,13,13.0,0
322,5,0,6,4,18.0,0.0,28.3,4.8,45.18,4.8,3.38,-1.68,EW,VERY_LIGHT,7,14,18.0,0
323,5,0,6,3,23.0,0.0,29.3,3.6,42.3,3.6,2.6,-0.6,EW,VERY_LIGHT,8,14,23.0,0
324,6,0,6,3,29.0,0.0,34.0,3.6,52.12,3.6,3.62,-0.6,EW,VERY_LIGHT,9,15,29.0,0
325,6,0,6,3,35.0,0.0,35.2,3.6,49.45,3.6,2.85,0.0,EW,VERY_LIGHT,10,15,35.0,0
326,6,0,6,2,41.0,0.0,36.4,2.4,46.52,2.4,2.02,-0.6,EW,VERY_LIGHT,11,13,41.0,2
327,6,0,6,2,47.0,0.0,37.6,2.4,47.98,2.4,2.08,-0.3,EW,VERY_LIGHT,12,14,47.0,0
328,6,0,6,2,53.0,0.0,38.8,2.4,44.8,2.4,1.2,-0.3,EW,VERY_LIGHT,13,12,53.0,2
329,6,0,6,2,59.0,0.0,40.0,2.4,46.0,2.4,1.2,-0.3,EW,VERY_LIGHT,14,13,59.0,0
330,6,0,6,3,65.0,0.0,41.2,3.6,47.2,5.1,1.2,0.3,NS,HEAVY,0,12,65.0,2
331,4,0,6,3,43.0,0.0,29.8,3.6,29.8,5.1,-1.95,0.3,NS,MEDIUM,1,12,43.0,0
332,2,0,4,4,21.0,0.0,16.0,4.8,16.0,7.8,-5.7,0.6,NS,LIGHT,2,11,21.0,2
333,0,1,4,4,0.0,1.0,4.8,8.5,4.8,16.12,-8.8,1.52,NS,VERY_LIGHT,3,11,1.0,0
334,0,1,4,4,0.0,2.0,4.8,8.7,4.8,15.08,-9.1,1.28,NS,VERY_LIGHT,4,10,2.0,1
335,0,3,4,5,0.0,5.0,4.8,17.5,4.8,34.88,-6.25,3.48,NS,VERY_LIGHT,5,11,5.0,0
336,0,5,3,6,0.0,9.0,3.6,26.5,3.6,53.62,-3.1,5.42,NS,VERY_LIGHT,6,13,9.0,0
337,0,4,4,6,0.0,13.0,4.8,23.8,4.8,42.92,0.0,3.83,NS,VERY_LIGHT,7,14,13.0,0
338,0,4,4,6,0.0,17.0,4.8,24.6,4.8,44.48,0.0,3.98,NS,VERY_LIGHT,8,14,17.0,0
339,0,5,3,6,0.0,22.0,3.6,29.1,3.6,43.6,-0.3,2.9,NS,VERY_LIGHT,9,15,22.0,0
340,0,5,3,6,0.0,27.0,3.6,30.1,3.6,34.6,0.0,0.9,NS,VERY_LIGHT,10,13,27.0,2
341,0,5,3,6,0.0,32.0,3.6,31.1,3.6,40.23,-0.3,1.83,NS,VERY_LIGHT,11,14,32.0,0
342,0,5,3,6,0.0,37.0,3.6,32.1,3.6,41.48,-0.3,1.88,NS,VERY_LIGHT,12,14,37.0,1
343,0,5,2,7,0.0,42.0,2.4,34.3,2.4,40.8,-0.3,1.3,NS,VERY_LIGHT,13,14,42.0,1
344,0,5,1,7,0.0,47.0,1.2,35.3,1.2,41.8,-0.6,1.3,NS,VERY_LIGHT,14,13,47.0,1
345,0,6,3,7,0.0,53.0,3.6,40.0,3.6,51.12,0.0,2.22,EW,HEAVY,0,14,53.0,1
346,1,4,3,7,1.0,33.0,7.3,29.0,11.93,29.0,0.93,-0.78,EW,MEDIUM,1,13,34.0,1
347,1,2,5,5,2.0,21.0,9.9,17.2,19.27,17.2,1.88,-4.27,EW,LIGHT,2,14,23.0,1
348,2,1,5,5,4.0,10.0,13.8,11.5,29.55,11.5,3.15,-5.95,EW,LIGHT,3,13,14.0,1
349,2,0,6,5,6.0,0.0,15.4,6.0,30.15,6.0,2.95,-8.5,EW,VERY_LIGHT,4,13,6.0,1
350,4,0,6,6,10.0,0.0,23.2,7.2,43.08,7.2,3.97,-5.45,EW,VERY_LIGHT,5,14,10.0,0
351,4,0,6,5,14.0,0.0,24.0,6.0,41.62,6.0,3.52,-2.8,EW,VERY_LIGHT,6,14,14.0,0
352,5,0,6,4,19.0,0.0,28.5,4.8,46.88,4.8,3.67,-1.68,EW,VERY_LIGHT,7,14,19.0,0
353,5,0,6,5,24.0,0.0,29.5,6.0,47.12,6.0,3.53,0.0,EW,VERY_LIGHT,8,15,24.0,0
354,6,0,6,3,30.0,0.0,34.2,3.6,47.95,3.6,2.75,-0.9,EW,VERY_LIGHT,9,15,30.0,0
355,6,0,6,3,36.0,0.0,35.4,3.6,49.65,3.6,2.85,-0.6,EW,VERY_LIGHT,10,15,36.0,0
356,6,0,6,4,42.0,0.0,36.6,4.8,46.73,4.8,2.03,0.0,EW,VERY_LIGHT,11,14,42.0,2
357,6,0,6,2,48.0,0.0,37.8,2.4,48.17,2.4,2.07,-0.9,EW,VERY_LIGHT,12,14,48.0,0
358,6,0,6,3,54.0,0.0,39.0,3.6,45.0,3.6,1.2,0.0,EW,VERY_LIGHT,13,15,54.0,0
359,6,0,6,3,60.0,0.0,40.2,3.6,46.2,3.6,1.2,0.0,EW,VERY_LIGHT,14,14,60.0,2
360,6,0,6,3,66.0,0.0,41.4,3.6,47.4,3.6,1.2,-0.3,NS,HEAVY,0,14,66.0,0
361,4,0,6,3,44.0,0.0,30.0,3.6,30.0,5.1,-1.95,0.3,NS,MEDIUM,1,12,44.0,2
362,2,1,4,4,22.0,1.0,16.2,8.5,16.2,14.62,-5.7,1.23,NS,LIGHT,2,12,23.0,1
363,0,1,4,4,0.0,2.0,4.8,8.7,4.8,15.08,-8.85,1.28,NS,VERY_LIGHT,3,11,2.0,1
364,0,1,4,4,0.0,3.0,4.8,8.9,4.8,15.53,-9.15,1.33,NS,VERY_LIGHT,4,11,3.0,0
365,0,3,4,6,0.0,5.0,4.8,18.7,4.8,37.58,-6.3,3.77,NS,VERY_LIGHT,5,12,5.0,1
366,0,3,3,6,0.0,8.0,3.6,19.3,3.6,32.8,-3.15,2.7,NS,VERY_LIGHT,6,13,8.0,0
367,0,4,4,6,0.0,12.0,4.8,23.6,4.8,42.23,0.0,3.73,NS,VERY_LIGHT,7,14,12.0,0
368,0,4,4,6,0.0,16.0,4.8,24.4,4.8,43.77,0.0,3.87,NS,VERY_LIGHT,8,14,16.0,0
369,0,5,3,6,0.0,21.0,3.6,28.9,3.6,41.65,-0.3,2.55,NS,VERY_LIGHT,9,14,21.0,0
370,0,5,3,6,0.0,26.0,3.6,29.9,3.6,43.15,0.0,2.65,NS,VERY_LIGHT,10,14,26.0,1
371,0,5,4,6,0.0,31.0,4.8,30.9,4.8,40.02,0.0,1.82,NS,VERY_LIGHT,11,14,31.0,1
372,0,6,2,7,0.0,36.0,2.4,36.6,2.4,51.85,-0.6,3.05,NS,VERY_LIGHT,12,14,36.0,1
373,0,6,3,7,0.0,42.0,3.6,37.8,3.6,48.92,0.0,2.22,NS,VERY_LIGHT,13,14,42.0,1
374,0,6,3,7,0.0,48.0,3.6,39.0,3.6,50.38,0.0,2.28,NS,VERY_LIGHT,14,14,48.0,1
375,0,6,2,7,0.0,54.0,2.4,40.2,2.4,51.83,-0.6,2.33,EW,HEAVY,0,14,54.0,0
376,0,4,3,7,0.0,33.0,3.6,29.0,5.1,29.0,0.3,-1.9,EW,MEDIUM,1,14,33.0,1
377,0,2,4,5,0.0,20.0,4.8,17.0,6.3,17.0,0.3,-5.2,EW,LIGHT,2,14,20.0,1
378,2,1,5,5,2.0,10.0,13.4,11.5,25.65,11.5,2.45,-6.88,EW,LIGHT,3,14,12.0,1
379,2,0,5,5,4.0,0.0,13.8,6.0,28.05,6.0,2.85,-8.55,EW,VERY_LIGHT,4,13,4.0,1
380,3,0,6,5,7.0,0.0,19.1,6.0,38.47,6.0,3.87,-5.75,EW,VERY_LIGHT,5,13,7.0,1
381,3,0,6,4,10.0,0.0,19.7,4.8,38.33,4.8,3.72,-3.05,EW,VERY_LIGHT,6,14,10.0,0
382,5,0,6,4,15.0,0.0,27.7,4.8,45.58,4.8,3.57,-1.68,EW,VERY_LIGHT,7,14,15.0,0
383,5,0,6,4,20.0,0.0,28.7,4.8,47.33,4.8,3.72,-0.3,EW,VERY_LIGHT,8,14,20.0,0
384,6,0,6,3,26.0,0.0,33.4,3.6,51.27,3.6,3.58,-0.6,EW,VERY_LIGHT,9,15,26.0,0
385,6,0,6,3,32.0,0.0,34.6,3.6,53.23,3.6,3.73,-0.3,EW,VERY_LIGHT,10,15,32.0,0
386,6,0,6,4,38.0,0.0,35.8,4.8,45.92,4.8,2.02,0.0,EW,VERY_LIGHT,11,14,38.0,2
387,6,0,6,3,44.0,0.0,37.0,3.6,47.38,3.6,2.08,-0.3,EW,VERY_LIGHT,12,15,44.0,0
388,6,0,6,3,50.0,0.0,38.2,3.6,44.2,3.6,1.2,0.0,EW,VERY_LIGHT,13,13,50.0,2
389,6,0,6,2,56.0,0.0,39.4,2.4,45.4,2.4,1.2,-0.3,EW,VERY_LIGHT,14,13,56.0,0
390,6,0,6,2,62.0,0.0,40.6,2.4,46.6,2.4,1.2,-0.6,NS,HEAVY,0,13,62.0,1
391,4,0,6,2,40.0,0.0,29.2,2.4,29.2,2.4,-1.95,-0.3,NS,MEDIUM,1,12,40.0,1
392,2,0,4,3,20.0,0.0,15.8,3.6,15.8,3.6,-5.6,0.0,NS,LIGHT,2,11,20.0,2
393,0,0,4,4,0.0,0.0,4.8,4.8,4.8,7.8,-8.65,0.6,NS,VERY_LIGHT,3,12,0.0,0
394,0,1,4,4,0.0,1.0,4.8,8.5,4.8,16.12,-8.95,1.52,NS,VERY_LIGHT,4,11,1.0,1
395,0,2,4,5,0.0,3.0,4.8,13.6,4.8,27.6,-6.1,2.8,NS,VERY_LIGHT,5,11,3.0,1
396,0,2,3,5,0.0,5.0,3.6,14.0,3.6,27.0,-3.05,2.6,NS,VERY_LIGHT,6,12,5.0,0
397,0,4,4,5,0.0,9.0,4.8,21.8,4.8,43.05,0.0,4.25,NS,VERY_LIGHT,7,13,9.0,0
398,0,4,4,5,0.0,13.0,4.8,22.6,4.8,40.23,0.0,3.53,NS,VERY_LIGHT,8,13,13.0,0
399,0,5,3,5,0.0,18.0,3.6,27.1,3.6,43.98,-0.3,3.38,NS,VERY_LIGHT,9,13,18.0,0
400,0,6,3,6,0.0,23.0,3.6,32.8,3.6,56.3,0.0,4.7,NS,VERY_LIGHT,10,14,23.0,1
401,0,5,3,6,0.0,28.0,3.6,30.3,3.6,40.92,-0.3,2.12,NS,VERY_LIGHT,11,14,28.0,1
402,0,5,2,6,0.0,33.0,2.4,31.3,2.4,42.17,-0.6,2.17,NS,VERY_LIGHT,12,13,33.0,1
403,0,5,3,6,0.0,38.0,3.6,32.3,3.6,38.8,0.0,1.3,NS,VERY_LIGHT,13,13,38.0,1
404,0,5,3,6,0.0,43.0,3.6,33.3,3.6,33.92,0.0,0.12,NS,VERY_LIGHT,14,13,43.0,1
405,0,5,2,6,0.0,48.0,2.4,34.3,2.4,39.3,-0.3,1.0,EW,MEDIUM,0,12,48.0,1
406,0,3,4,6,0.0,30.0,4.8,23.7,7.8,23.7,0.6,-1.9,EW,MEDIUM,1,14,30.0,0
407,0,2,4,4,0.0,20.0,4.8,15.8,6.3,15.8,0.3,-4.12,EW,LIGHT,2,12,20.0,2
408,1,1,6,5,1.0,10.0,10.9,11.5,20.02,11.5,1.82,-5.45,EW,LIGHT,3,14,11.0,1
409,2,0,6,5,3.0,0.0,14.8,6.0,30.3,6.0,3.1,-7.07,EW,VERY_LIGHT,4,13,3.0,1
410,3,0,6,5,6.0,0.0,18.9,6.0,36.52,6.0,3.52,-4.42,EW,VERY_LIGHT,5,13,6.0,0
411,4,0,6,3,10.0,0.0,23.2,3.6,46.2,3.6,4.6,-3.05,EW,VERY_LIGHT,6,13,10.0,0
412,5,0,6,3,15.0,0.0,27.7,3.6,48.7,3.6,4.2,-1.98,EW,VERY_LIGHT,7,13,15.0,0
413,6,0,6,3,21.0,0.0,32.4,3.6,54.4,3.6,4.4,-0.6,EW,VERY_LIGHT,8,13,21.0,0
414,6,0,6,3,27.0,0.0,33.6,3.6,51.98,3.6,3.68,-0.6,EW,VERY_LIGHT,9,14,27.0,0
415,6,0,6,3,33.0,0.0,34.8,3.6,49.3,3.6,2.9,0.0,EW,VERY_LIGHT,10,15,33.0,0
416,6,0,6,3,39.0,0.0,36.0,3.6,46.38,3.6,2.08,0.0,EW,VERY_LIGHT,11,13,39.0,2
417,6,0,6,3,45.0,0.0,37.2,3.6,43.2,3.6,1.2,0.0,EW,VERY_LIGHT,12,14,45.0,0
418,6,0,6,2,51.0,0.0,38.4,2.4,44.4,2.4,1.2,-0.3,EW,VERY_LIGHT,13,13,51.0,1
