step,ns_queue,ew_queue,ns_vehicle_count,ew_vehicle_count,ns_waiting_time,ew_waiting_time,ns_score,ew_score,chosen_direction,traffic_level,green_time,vehicles_in_simulation,total_waiting_time,completed_vehicles
241,0,0,6,0,0.0,0,7.2,0.0,NS,VERY_LIGHT,5,10,0.0,0
242,0,0,5,0,0.0,0,6.0,0.0,NS,VERY_LIGHT,6,11,2.0,0
243,1,0,6,0,1.0,0,10.9,0.0,NS,LIGHT,7,12,5.0,0
244,3,0,7,0,4.0,0,19.7,0.0,NS,LIGHT,8,13,10.0,0
245,3,0,5,0,7.0,0,17.9,0.0,NS,LIGHT,9,13,15.0,0
246,4,0,6,0,11.0,0,23.4,0.0,NS,MEDIUM,10,14,21.0,0
247,4,0,7,0,15.0,0,25.4,0.0,NS,MEDIUM,11,13,27.0,2
248,4,0,5,0,19.0,0,23.8,0.0,NS,MEDIUM,12,13,33.0,0
249,4,0,6,0,23.0,0,25.8,0.0,NS,MEDIUM,13,12,31.0,2
250,3,0,5,4,20.0,0.0,20.5,4.8,NS,MEDIUM,14,16,29.0,0
251,2,0,6,4,17.0,0.0,17.6,4.8,NS,LIGHT,15,15,27.0,2
252,2,0,5,6,19.0,0.0,16.8,7.2,NS,LIGHT,16,15,30.0,2
253,2,0,4,6,21.0,0.0,16.0,7.2,NS,LIGHT,17,16,33.0,0
254,2,0,5,6,23.0,0.0,17.6,7.2,NS,LIGHT,18,17,36.0,0
255,2,4,6,6,25.0,4.0,19.2,22.0,NS,LIGHT,19,18,44.0,1
256,2,6,6,6,27.0,10.0,19.6,30.2,EW,MEDIUM,0,18,54.0,0
257,3,2,8,6,30.0,4.0,26.1,15.0,EW,LIGHT,1,18,53.0,2
258,6,1,8,4,36.0,1.0,37.8,8.5,EW,LIGHT,2,18,37.0,0
259,4,1,8,3,22.0,2.0,28.0,7.5,EW,VERY_LIGHT,3,17,24.0,1
260,4,2,8,2,8.0,2.0,25.2,9.8,EW,LIGHT,4,16,10.0,1
261,4,0,8,2,12.0,0.0,26.0,2.4,EW,VERY_LIGHT,5,16,12.0,0
262,6,0,8,2,18.0,0.0,34.2,2.4,EW,VERY_LIGHT,6,16,19.0,0
263,7,0,8,2,25.0,0.0,39.1,2.4,EW,VERY_LIGHT,7,16,28.0,0
264,8,0,8,2,33.0,0.0,44.2,2.4,EW,VERY_LIGHT,8,16,38.0,0
265,8,0,8,0,41.0,0,45.8,0.0,EW,EMPTY,9,16,48.0,0
266,8,0,8,0,49.0,0,47.4,0.0,EW,EMPTY,10,16,58.0,0
267,8,0,8,0,57.0,0,49.0,0.0,EW,EMPTY,11,14,62.0,2
268,8,0,8,0,65.0,0,50.6,0.0,EW,EMPTY,12,14,65.0,0
269,8,0,8,0,73.0,0,52.2,0.0,EW,EMPTY,13,14,73.0,0
270,8,0,8,0,81.0,0,53.8,0.0,EW,EMPTY,14,10,81.0,4
271,8,0,8,0,89.0,0,55.4,0.0,NS,HEAVY,0,10,89.0,0
272,4,0,8,0,45.0,0,32.6,0.0,NS,MEDIUM,1,10,45.0,0
273,0,0,4,0,0.0,0,4.8,0.0,NS,VERY_LIGHT,2,10,0.0,0
274,0,0,4,0,0.0,0,4.8,0.0,NS,VERY_LIGHT,3,10,0.0,0
275,0,0,5,0,0.0,0,6.0,0.0,NS,VERY_LIGHT,4,11,0.0,0
276,0,0,6,0,0.0,0,7.2,0.0,NS,VERY_LIGHT,5,10,1.0,2
277,1,0,6,0,1.0,0,10.9,0.0,NS,LIGHT,6,11,4.0,0
