step,ns_queue,ew_queue,active_phase,vehicles_in_simulation,total_waiting_time,completed_vehicles
342,6,0,EW_GREEN,15,38.0,0
343,6,0,EW_GREEN,15,45.0,1
344,6,0,EW_GREEN,15,52.0,0
345,6,1,EW_GREEN,14,60.0,1
346,6,1,EW_GREEN,14,68.0,1
347,6,2,EW_GREEN,13,77.0,1
348,6,2,EW_GREEN,14,86.0,0
349,6,2,EW_GREEN,13,89.0,1
350,6,1,EW_GREEN,13,92.0,0
351,6,1,EW_GREEN,13,96.0,0
352,6,2,EW_GREEN,13,105.0,0
353,6,2,EW_GREEN,13,114.0,0
354,6,3,EW_GREEN,13,124.0,0
355,6,3,EW_GREEN,14,134.0,0
356,6,3,EW_GREEN,14,144.0,0
357,6,3,EW_GREEN,14,154.0,0
358,6,3,EW_GREEN,13,164.0,1
359,6,3,EW_GREEN,13,174.0,0
360,6,3,NS_GREEN,12,184.0,1
361,4,3,NS_GREEN,12,141.0,0
362,2,3,NS_GREEN,12,96.0,0
363,0,3,NS_GREEN,11,35.0,1
364,0,2,NS_GREEN,11,24.0,0
365,0,1,NS_GREEN,10,12.0,1
366,0,0,NS_GREEN,10,1.0,0
367,1,0,NS_GREEN,11,3.0,0
368,1,1,NS_GREEN,13,6.0,0
369,2,1,NS_GREEN,13,10.0,0
370,3,2,NS_GREEN,12,16.0,1
371,3,3,NS_GREEN,13,23.0,0
372,3,3,NS_GREEN,12,30.0,1
373,3,4,NS_GREEN,12,38.0,0
374,3,4,NS_GREEN,12,46.0,1
375,3,4,NS_GREEN,13,54.0,0
376,3,4,NS_GREEN,12,62.0,1
377,3,4,NS_GREEN,14,70.0,0
378,3,4,NS_GREEN,13,79.0,1
379,4,5,NS_GREEN,14,90.0,0
380,4,5,NS_GREEN,15,86.0,0
381,3,6,NS_GREEN,15,82.0,0
382,3,6,NS_GREEN,15,79.0,0
383,2,6,NS_GREEN,15,75.0,0
384,3,7,NS_GREEN,15,86.0,0
385,3,7,NS_GREEN,15,97.0,0
386,3,7,NS_GREEN,15,108.0,0
387,3,7,NS_GREEN,15,119.0,0
388,3,7,NS_GREEN,16,130.0,0
389,3,7,NS_GREEN,15,141.0,1
390,3,7,EW_GREEN,15,152.0,0
391,3,5,EW_GREEN,15,126.0,1
392,3,5,EW_GREEN,15,102.0,0
393,4,2,EW_GREEN,15,77.0,0
394,4,2,EW_GREEN,15,46.0,1
395,4,3,EW_GREEN,15,37.0,0
396,3,4,EW_GREEN,15,29.0,1
397,2,3,EW_GREEN,15,16.0,0
398,3,2,EW_GREEN,15,17.0,0
399,4,1,EW_GREEN,15,18.0,0
400,5,0,EW_GREEN,16,20.0,0
401,6,0,EW_GREEN,16,26.0,0
402,6,0,EW_GREEN,15,32.0,1
403,6,0,EW_GREEN,14,39.0,1
404,6,0,EW_GREEN,15,46.0,0
405,6,1,EW_GREEN,15,54.0,0
406,6,1,EW_GREEN,14,62.0,1
407,6,2,EW_GREEN,14,71.0,1
408,6,2,EW_GREEN,13,80.0,1
409,6,2,EW_GREEN,14,90.0,0
410,6,2,EW_GREEN,13,92.0,1
411,6,1,EW_GREEN,13,94.0,0
412,6,1,EW_GREEN,13,97.0,0
413,6,3,EW_GREEN,13,107.0,0
414,6,3,EW_GREEN,13,117.0,0
415,6,3,EW_GREEN,13,127.0,0
416,6,3,EW_GREEN,13,137.0,0
417,6,3,EW_GREEN,14,147.0,0
418,6,3,EW_GREEN,13,157.0,1
419,6,3,EW_GREEN,13,167.0,0
420,6,3,NS_GREEN,12,177.0,1
421,4,3,NS_GREEN,12,134.0,0
422,2,3,NS_GREEN,12,91.0,0
423,0,3,NS_GREEN,12,34.0,0
424,0,2,NS_GREEN,11,25.0,1
425,0,1,NS_GREEN,11,15.0,0
426,1,0,NS_GREEN,11,4.0,1
427,1,0,NS_GREEN,12,6.0,0
428,2,1,NS_GREEN,12,5.0,0
429,1,1,NS_GREEN,12,4.0,0
430,0,2,NS_GREEN,12,4.0,1
431,0,3,NS_GREEN,12,7.0,0
432,0,4,NS_GREEN,12,11.0,1
433,0,4,NS_GREEN,12,15.0,0
434,0,4,NS_GREEN,12,19.0,1
435,0,4,NS_GREEN,12,24.0,0
436,0,4,NS_GREEN,12,29.0,0
437,1,4,NS_GREEN,11,35.0,2
438,1,4,NS_GREEN,12,41.0,0
439,3,4,NS_GREEN,12,49.0,1
440,3,4,NS_GREEN,14,52.0,0
441,3,4,NS_GREEN,14,56.0,0
442,3,5,NS_GREEN,15,62.0,0
443,2,5,NS_GREEN,15,68.0,0
444,3,5,NS_GREEN,15,77.0,0
445,3,6,NS_GREEN,15,87.0,0
446,3,7,NS_GREEN,15,98.0,0
447,3,7,NS_GREEN,15,109.0,0
448,3,7,NS_GREEN,16,120.0,0
449,3,7,NS_GREEN,16,131.0,0
450,3,7,EW_GREEN,15,142.0,1
451,3,5,EW_GREEN,16,119.0,0
452,3,3,EW_GREEN,15,97.0,1
453,3,2,EW_GREEN,15,74.0,0
454,3,2,EW_GREEN,15,42.0,1
455,3,2,EW_GREEN,15,32.0,0
456,2,3,EW_GREEN,14,23.0,1
457,2,2,EW_GREEN,14,10.0,0
458,4,1,EW_GREEN,14,11.0,0
459,4,0,EW_GREEN,14,12.0,0
460,5,0,EW_GREEN,16,17.0,0
461,5,0,EW_GREEN,15,22.0,1
462,6,0,EW_GREEN,15,28.0,0
463,6,0,EW_GREEN,14,34.0,1
464,6,0,EW_GREEN,15,40.0,0
465,6,0,EW_GREEN,14,46.0,1
466,6,0,EW_GREEN,14,53.0,0
467,6,1,EW_GREEN,14,61.0,1
468,6,2,EW_GREEN,13,70.0,1
469,6,2,EW_GREEN,14,80.0,0
470,6,3,EW_GREEN,13,86.0,1
471,6,2,EW_GREEN,13,91.0,0
472,6,2,EW_GREEN,13,96.0,0
473,6,2,EW_GREEN,13,105.0,0
474,6,2,EW_GREEN,13,114.0,0
475,6,3,EW_GREEN,13,124.0,0
476,6,3,EW_GREEN,13,134.0,0
477,6,3,EW_GREEN,13,144.0,0
478,6,3,EW_GREEN,13,154.0,0
479,6,3,EW_GREEN,12,164.0,1
480,6,3,NS_GREEN,12,174.0,1
481,4,3,NS_GREEN,12,120.0,0
482,2,2,NS_GREEN,12,65.0,0
483,0,1,NS_GREEN,12,9.0,0
484,0,1,NS_GREEN,11,1.0,1
485,0,2,NS_GREEN,11,3.0,0
486,0,2,NS_GREEN,12,5.0,0
487,0,3,NS_GREEN,13,8.0,0
488,0,4,NS_GREEN,13,12.0,0
489,0,4,NS_GREEN,13,16.0,0
490,0,5,NS_GREEN,13,21.0,1
491,0,5,NS_GREEN,13,26.0,1
492,0,5,NS_GREEN,13,31.0,0
493,0,5,NS_GREEN,13,36.0,1
494,0,5,NS_GREEN,12,42.0,1
495,0,5,NS_GREEN,11,48.0,1
496,2,5,NS_GREEN,13,55.0,0
497,2,5,NS_GREEN,12,64.0,1
498,3,5,NS_GREEN,12,74.0,0
499,4,5,NS_GREEN,13,79.0,0
