step,ns_queue,ew_queue,active_phase,vehicles_in_simulation,total_waiting_time,completed_vehicles
378,3,7,NS_GREEN,14,93.0,1
379,5,7,NS_GREEN,15,100.0,0
380,4,7,NS_GREEN,15,108.0,0
381,3,7,NS_GREEN,15,115.0,0
382,3,7,NS_GREEN,15,123.0,0
383,3,7,NS_GREEN,15,134.0,0
384,3,7,NS_GREEN,15,145.0,0
385,3,7,NS_GREEN,15,156.0,0
386,3,7,NS_GREEN,15,167.0,0
387,3,7,NS_GREEN,15,178.0,0
388,3,7,NS_GREEN,15,189.0,1
389,3,7,NS_GREEN,15,200.0,0
390,3,7,EW_GREEN,14,211.0,1
391,3,5,EW_GREEN,15,168.0,0
392,3,5,EW_GREEN,15,126.0,0
393,4,3,EW_GREEN,15,68.0,1
394,3,2,EW_GREEN,15,34.0,0
395,3,3,EW_GREEN,14,25.0,1
396,2,2,EW_GREEN,14,11.0,0
397,3,1,EW_GREEN,14,12.0,0
398,4,0,EW_GREEN,14,13.0,0
399,4,0,EW_GREEN,15,17.0,0
400,5,0,EW_GREEN,16,22.0,0
401,6,0,EW_GREEN,16,28.0,0
402,6,0,EW_GREEN,14,34.0,2
403,6,0,EW_GREEN,14,41.0,0
404,6,0,EW_GREEN,16,48.0,0
405,6,2,EW_GREEN,15,57.0,1
406,6,2,EW_GREEN,14,66.0,1
407,6,3,EW_GREEN,14,76.0,1
408,6,3,EW_GREEN,14,87.0,0
409,6,3,EW_GREEN,14,98.0,1
410,6,3,EW_GREEN,14,101.0,0
411,6,3,EW_GREEN,14,105.0,0
412,6,3,EW_GREEN,14,108.0,0
413,6,2,EW_GREEN,14,111.0,0
414,6,3,EW_GREEN,14,121.0,0
415,6,3,EW_GREEN,14,131.0,0
416,6,3,EW_GREEN,14,141.0,0
417,6,3,EW_GREEN,15,151.0,0
418,6,3,EW_GREEN,15,161.0,0
419,6,3,EW_GREEN,14,171.0,1
420,6,3,NS_GREEN,13,181.0,1
421,4,3,NS_GREEN,14,138.0,0
422,2,3,NS_GREEN,14,95.0,0
423,0,3,NS_GREEN,15,51.0,0
424,0,3,NS_GREEN,14,38.0,1
425,0,2,NS_GREEN,14,27.0,0
426,0,2,NS_GREEN,14,16.0,0
427,1,1,NS_GREEN,14,6.0,1
428,1,2,NS_GREEN,15,10.0,0
429,1,4,NS_GREEN,15,11.0,0
430,1,5,NS_GREEN,15,14.0,0
431,0,5,NS_GREEN,15,18.0,1
432,0,6,NS_GREEN,15,24.0,0
433,0,6,NS_GREEN,15,30.0,1
434,0,7,NS_GREEN,15,37.0,0
435,0,7,NS_GREEN,15,44.0,1
436,0,7,NS_GREEN,15,52.0,0
437,0,7,NS_GREEN,13,60.0,2
438,1,7,NS_GREEN,14,69.0,0
439,3,7,NS_GREEN,14,80.0,1
440,2,7,NS_GREEN,14,91.0,0
441,4,7,NS_GREEN,15,98.0,0
442,3,7,NS_GREEN,15,101.0,0
443,1,7,NS_GREEN,15,103.0,0
444,0,7,NS_GREEN,15,107.0,0
445,0,7,NS_GREEN,15,114.0,0
446,0,7,NS_GREEN,15,121.0,0
447,0,7,NS_GREEN,15,128.0,0
448,0,7,NS_GREEN,15,135.0,0
449,0,7,NS_GREEN,15,142.0,0
450,0,7,EW_GREEN,14,149.0,1
451,0,5,EW_GREEN,14,107.0,1
452,0,3,EW_GREEN,15,64.0,0
453,1,1,EW_GREEN,15,21.0,0
454,2,0,EW_GREEN,15,3.0,1
455,3,0,EW_GREEN,16,6.0,0
456,5,0,EW_GREEN,15,11.0,1
457,5,0,EW_GREEN,14,16.0,1
458,6,0,EW_GREEN,14,22.0,0
459,6,0,EW_GREEN,15,28.0,0
460,6,0,EW_GREEN,14,34.0,1
461,6,0,EW_GREEN,14,40.0,0
462,6,0,EW_GREEN,16,46.0,0
463,6,0,EW_GREEN,15,53.0,1
464,6,1,EW_GREEN,15,61.0,0
465,6,1,EW_GREEN,15,69.0,1
466,6,2,EW_GREEN,14,78.0,1
467,6,2,EW_GREEN,15,88.0,0
468,6,3,EW_GREEN,14,93.0,1
469,6,3,EW_GREEN,14,98.0,0
470,6,3,EW_GREEN,14,104.0,0
471,6,3,EW_GREEN,14,111.0,0
472,6,3,EW_GREEN,14,121.0,0
473,6,3,EW_GREEN,14,131.0,0
474,6,3,EW_GREEN,14,141.0,0
475,6,3,EW_GREEN,15,151.0,0
476,6,3,EW_GREEN,14,161.0,1
477,6,3,EW_GREEN,14,171.0,0
478,6,3,EW_GREEN,14,181.0,1
479,6,3,EW_GREEN,14,191.0,0
480,6,3,NS_GREEN,14,201.0,0
481,4,4,NS_GREEN,15,155.0,0
482,2,4,NS_GREEN,14,93.0,1
483,1,4,NS_GREEN,14,32.0,0
484,1,3,NS_GREEN,13,22.0,1
485,1,4,NS_GREEN,14,10.0,0
486,0,4,NS_GREEN,14,14.0,0
487,2,5,NS_GREEN,15,22.0,0
488,1,6,NS_GREEN,15,26.0,0
489,1,6,NS_GREEN,15,31.0,0
490,0,6,NS_GREEN,15,36.0,0
491,0,7,NS_GREEN,15,43.0,1
492,0,8,NS_GREEN,16,51.0,0
493,0,8,NS_GREEN,16,59.0,0
494,0,8,NS_GREEN,17,67.0,0
495,0,8,NS_GREEN,16,76.0,1
496,0,8,NS_GREEN,16,85.0,0
497,1,8,NS_GREEN,16,95.0,2
498,1,8,NS_GREEN,16,105.0,0
499,2,8,NS_GREEN,15,116.0,1
