step,ns_queue,ew_queue,ns_vehicle_count,ew_vehicle_count,ns_waiting_time,ew_waiting_time,ns_score,ew_score,chosen_direction,traffic_level,green_time,vehicles_in_simulation,total_waiting_time,completed_vehicles
188,0,1,4,2,0.0,2.0,4.8,6.3,NS,VERY_LIGHT,3,11,2.0,1
189,0,1,5,2,0.0,3.0,6.0,6.5,NS,VERY_LIGHT,4,12,3.0,0
190,0,2,6,2,0.0,5.0,7.2,10.4,NS,VERY_LIGHT,5,13,5.0,0
191,0,2,6,3,0.0,7.0,7.2,12.0,NS,VERY_LIGHT,6,14,9.0,0
192,0,2,5,3,0.0,9.0,6.0,12.4,NS,VERY_LIGHT,7,15,11.0,0
193,2,2,6,3,2.0,11.0,14.6,12.8,NS,LIGHT,8,15,16.0,1
194,1,2,5,3,2.0,13.0,9.9,13.2,NS,LIGHT,9,15,19.0,0
195,1,4,5,5,3.0,15.0,10.1,23.0,NS,LIGHT,10,17,23.0,1
196,2,2,5,5,5.0,17.0,14.0,16.4,NS,LIGHT,11,16,28.0,1
197,2,3,4,5,7.0,20.0,13.2,20.5,NS,LIGHT,12,16,34.0,1
198,3,3,6,5,9.0,23.0,19.5,21.1,NS,LIGHT,13,17,41.0,1
199,0,3,6,5,0.0,26.0,7.2,21.7,NS,VERY_LIGHT,14,16,37.0,1
200,1,4,6,5,1.0,30.0,10.9,26.0,EW,MEDIUM,0,17,44.0,0
201,3,2,6,5,4.0,3.0,18.5,13.6,EW,LIGHT,1,15,22.0,2
202,3,0,7,5,7.0,0.0,20.3,6.0,EW,VERY_LIGHT,2,16,19.0,0
203,4,2,7,5,8.0,2.0,24.0,13.4,EW,LIGHT,3,17,10.0,0
204,3,4,8,6,8.0,5.0,21.7,22.2,EW,MEDIUM,4,17,13.0,2
205,3,2,8,4,11.0,3.0,22.3,12.4,EW,LIGHT,5,17,14.0,0
206,6,0,8,4,17.0,0.0,34.0,4.8,EW,VERY_LIGHT,6,17,17.0,0
207,7,0,8,5,24.0,0.0,38.9,6.0,EW,VERY_LIGHT,7,18,24.0,0
208,8,0,8,5,32.0,0.0,44.0,6.0,EW,VERY_LIGHT,8,18,32.0,0
209,8,0,8,5,40.0,0.0,45.6,6.0,EW,VERY_LIGHT,9,18,40.0,0
210,8,0,8,3,48.0,0.0,47.2,3.6,EW,VERY_LIGHT,10,18,48.0,0
211,8,0,8,2,56.0,0.0,48.8,2.4,EW,VERY_LIGHT,11,18,56.0,0
212,8,0,8,2,64.0,0.0,50.4,2.4,EW,VERY_LIGHT,12,16,64.0,2
213,8,0,8,1,72.0,0.0,52.0,1.2,EW,VERY_LIGHT,13,16,73.0,0
214,8,0,8,2,80.0,0.0,53.6,2.4,EW,VERY_LIGHT,14,16,80.0,1
215,8,0,8,4,88.0,0.0,55.2,4.8,NS,HEAVY,0,17,88.0,1
216,4,1,7,4,44.0,1.0,31.2,8.5,NS,MEDIUM,1,15,45.0,2
217,0,1,4,4,0.0,2.0,4.8,8.7,NS,VERY_LIGHT,2,14,2.0,1
218,0,1,4,5,0.0,3.0,4.8,10.1,NS,VERY_LIGHT,3,14,3.0,1
219,0,4,5,5,0.0,7.0,6.0,21.4,NS,VERY_LIGHT,4,15,7.0,0
220,0,4,6,5,0.0,11.0,7.2,22.2,NS,VERY_LIGHT,5,16,11.0,0
221,0,4,5,5,0.0,15.0,6.0,23.0,NS,VERY_LIGHT,6,17,17.0,0
222,1,4,6,5,1.0,19.0,10.9,23.8,NS,LIGHT,7,18,24.0,0
223,2,7,6,7,3.0,24.0,14.8,37.7,NS,LIGHT,8,19,33.0,1
224,3,5,4,7,6.0,29.0,16.5,31.7,NS,LIGHT,9,19,43.0,0
225,5,5,6,7,10.0,34.0,26.7,32.7,NS,MEDIUM,10,21,54.0,0
226,2,5,6,7,6.0,39.0,15.4,33.7,NS,LIGHT,11,19,57.0,2
227,3,6,6,8,8.0,44.0,19.3,39.4,NS,LIGHT,12,20,66.0,1
228,1,5,5,9,6.0,49.0,10.7,38.1,NS,LIGHT,13,20,71.0,1
229,1,7,5,9,7.0,56.0,10.9,46.5,NS,LIGHT,14,20,81.0,0
230,1,8,6,9,8.0,64.0,12.3,51.6,EW,HEAVY,0,19,92.0,2
231,3,5,8,9,11.0,33.0,22.3,34.9,EW,MEDIUM,1,21,55.0,0
232,3,3,8,7,13.0,24.0,22.7,23.7,EW,MEDIUM,2,20,49.0,1
233,3,4,8,8,16.0,28.0,23.3,29.2,EW,MEDIUM,3,21,44.0,0
234,4,5,8,8,9.0,33.0,25.4,33.7,EW,MEDIUM,4,21,42.0,0
235,3,3,8,6,8.0,15.0,21.7,20.7,EW,MEDIUM,5,21,23.0,0
236,7,1,8,6,15.0,7.0,37.1,12.1,EW,LIGHT,6,20,23.0,1
237,8,0,8,6,23.0,0.0,42.2,7.2,EW,VERY_LIGHT,7,20,25.0,0
238,8,1,8,6,31.0,1.0,43.8,10.9,EW,LIGHT,8,20,35.0,0
239,8,2,8,6,39.0,2.0,45.4,14.6,EW,LIGHT,9,21,45.0,0
240,8,1,8,5,47.0,3.0,47.0,10.1,EW,LIGHT,10,20,55.0,1
241,8,1,8,5,55.0,4.0,48.6,10.3,EW,LIGHT,11,21,65.0,0
242,8,1,8,4,63.0,5.0,50.2,9.3,EW,LIGHT,12,20,75.0,1
243,8,1,8,3,71.0,6.0,51.8,8.3,EW,LIGHT,13,19,85.0,1
244,8,0,8,2,79.0,0.0,53.4,2.4,EW,VERY_LIGHT,14,18,88.0,1
245,8,0,8,2,87.0,0.0,55.0,2.4,NS,HEAVY,0,17,97.0,1
246,4,1,8,2,45.0,1.0,32.6,6.1,NS,MEDIUM,1,15,57.0,2
247,1,1,5,2,1.0,2.0,9.7,6.3,NS,LIGHT,2,14,15.0,1
248,1,2,5,2,2.0,4.0,9.9,10.2,NS,LIGHT,3,13,6.0,1
249,2,1,6,2,4.0,4.0,15.0,6.7,NS,LIGHT,4,14,8.0,0
250,1,2,6,6,2.0,5.0,11.1,15.2,NS,LIGHT,5,18,7.0,1
251,0,1,7,6,0.0,6.0,8.4,11.9,NS,LIGHT,6,19,8.0,0
252,1,2,6,7,1.0,8.0,10.9,17.0,NS,LIGHT,7,20,13.0,0
253,2,2,6,7,3.0,10.0,14.8,17.4,NS,LIGHT,8,20,19.0,0
254,3,2,6,7,6.0,12.0,18.9,17.8,NS,LIGHT,9,19,26.0,1
255,4,5,4,8,10.0,17.0,20.8,30.5,NS,MEDIUM,10,20,37.0,0
256,4,6,5,8,14.0,23.0,22.8,35.2,NS,MEDIUM,11,20,49.0,1
257,4,7,6,8,18.0,30.0,24.8,40.1,NS,MEDIUM,12,20,55.0,1
258,3,7,5,8,16.0,37.0,19.7,41.5,NS,LIGHT,13,19,61.0,1
259,2,8,6,8,14.0,45.0,17.0,46.6,NS,LIGHT,14,20,68.0,0
260,2,9,5,9,16.0,53.0,16.2,52.9,EW,HEAVY,0,20,79.0,1
261,2,4,6,9,18.0,21.0,17.8,29.0,EW,MEDIUM,1,19,50.0,2
262,3,1,8,9,21.0,4.0,24.3,15.1,EW,LIGHT,2,22,25.0,0
263,3,1,8,7,13.0,1.0,22.7,12.1,EW,LIGHT,3,21,14.0,1
264,2,1,8,6,5.0,1.0,17.6,10.9,EW,LIGHT,4,21,6.0,0
265,5,0,8,6,10.0,0.0,29.1,7.2,EW,VERY_LIGHT,5,21,11.0,0
266,7,0,8,6,17.0,0.0,37.5,7.2,EW,VERY_LIGHT,6,20,19.0,1
267,7,0,8,6,24.0,0.0,38.9,7.2,EW,VERY_LIGHT,7,20,27.0,0
268,7,0,8,5,31.0,0.0,40.3,6.0,EW,VERY_LIGHT,8,19,35.0,1
269,8,1,8,3,39.0,1.0,45.4,7.3,EW,VERY_LIGHT,9,19,45.0,0
270,8,1,8,3,47.0,2.0,47.0,7.5,EW,VERY_LIGHT,10,18,55.0,1
271,8,1,8,3,55.0,3.0,48.6,7.7,EW,VERY_LIGHT,11,19,65.0,0
272,8,1,8,3,63.0,4.0,50.2,7.9,EW,VERY_LIGHT,12,18,68.0,1
273,8,2,8,2,71.0,6.0,51.8,10.6,EW,LIGHT,13,17,79.0,1
274,8,2,8,2,79.0,8.0,53.4,11.0,EW,LIGHT,14,15,90.0,2
275,8,0,8,1,87.0,0.0,55.0,1.2,NS,HEAVY,0,13,91.0,2
276,4,0,8,1,43.0,0.0,32.2,1.2,NS,MEDIUM,1,13,48.0,0
277,1,1,6,1,1.0,1.0,10.9,4.9,NS,LIGHT,2,13,8.0,0
278,2,1,6,3,3.0,2.0,14.8,7.5,NS,LIGHT,3,14,12.0,1
279,3,1,7,3,6.0,3.0,20.1,7.7,NS,MEDIUM,4,15,17.0,0
280,4,1,7,4,10.0,4.0,24.4,9.1,NS,MEDIUM,5,16,24.0,0
281,4,1,7,4,14.0,5.0,25.2,9.3,NS,MEDIUM,6,16,31.0,1
282,5,2,7,5,19.0,7.0,29.7,14.4,NS,MEDIUM,7,17,29.0,0
283,5,3,8,5,24.0,10.0,31.9,18.5,NS,MEDIUM,8,18,38.0,0
284,4,4,5,5,15.0,14.0,23.0,22.8,NS,MEDIUM,9,17,34.0,1
285,2,4,5,5,6.0,18.0,14.2,23.6,NS,LIGHT,10,16,30.0,1
286,2,5,6,7,8.0,22.0,15.8,30.3,NS,LIGHT,11,19,37.0,0
